defined_class	defined_class_label	muscle	muscle_label
FBbt:00000410	anterior spiracle retractor muscle cell	FBbt:00058295	anterior spiracle retractor muscle
FBbt:00000433	posterior spiracle retractor muscle cell	FBbt:00058296	posterior spiracle retractor muscle
FBbt:00000464	embryonic/larval somatic muscle cell	FBbt:00058297	embryonic/larval somatic muscle
FBbt:00000465	embryonic/larval hypodermal muscle cell	FBbt:00058298	embryonic/larval hypodermal muscle
FBbt:00000466	oblique muscle cell	FBbt:00058299	oblique muscle
FBbt:00000467	dorsal oblique muscle cell	FBbt:00058300	dorsal oblique muscle
FBbt:00000468	muscle cell of lateral oblique muscle 1	FBbt:00058301	lateral oblique muscle 1
FBbt:00000469	ventral oblique muscle cell	FBbt:00058302	ventral oblique muscle
FBbt:00000470	transverse muscle cell	FBbt:00058303	transverse muscle
FBbt:00000471	dorsal transverse muscle cell	FBbt:00058304	dorsal transverse muscle
FBbt:00000472	lateral transverse muscle cell	FBbt:00058305	lateral transverse muscle
FBbt:00000473	ventral transverse muscle cell	FBbt:00058306	ventral transverse muscle
FBbt:00000474	acute muscle cell	FBbt:00058307	acute muscle
FBbt:00000475	dorsal acute muscle cell	FBbt:00058308	dorsal acute muscle
FBbt:00000477	ventral acute muscle cell	FBbt:00058310	ventral acute muscle
FBbt:00000478	intersegmental muscle cell	FBbt:00058311	intersegmental muscle
FBbt:00000480	longitudinal muscle cell	FBbt:00058313	longitudinal muscle
FBbt:00000481	muscle cell of lateral longitudinal muscle 1	FBbt:00058314	lateral longitudinal muscle 1
FBbt:00000482	ventral longitudinal muscle cell	FBbt:00058315	ventral longitudinal muscle
FBbt:00000483	segment border muscle cell	FBbt:00058316	segment border muscle
FBbt:00000486	hypodermal muscle cell of head	FBbt:00058317	hypodermal muscle of head
FBbt:00000487	pharyngeal muscle cell	FBbt:00058318	pharyngeal muscle
FBbt:00000488	prothoracic pharyngeal muscle cell	FBbt:00058319	prothoracic pharyngeal muscle
FBbt:00000489	dorsal pharyngeal muscle cell	FBbt:00058320	dorsal pharyngeal muscle
FBbt:00000490	ventral pharyngeal muscle cell	FBbt:00058321	ventral pharyngeal muscle
FBbt:00000491	muscle cell of ventral pharyngeal muscle 1	FBbt:00058322	ventral pharyngeal muscle 1
FBbt:00000492	muscle cell of ventral pharyngeal muscle 2	FBbt:00058323	ventral pharyngeal muscle 2
FBbt:00000493	muscle cell of ventral pharyngeal muscle 3	FBbt:00058324	ventral pharyngeal muscle 3
FBbt:00000494	pericommissural muscle cell	FBbt:00058325	pericommissural muscle
FBbt:00000495	hypodermal muscle cell of prothorax	FBbt:00058326	hypodermal muscle of prothorax
FBbt:00000496	mouthpart muscle cell	FBbt:00058327	mouthpart muscle
FBbt:00000497	dorsal mouthpart muscle cell	FBbt:00058328	dorsal mouthpart muscle
FBbt:00000498	muscle cell of dorsal mouthpart muscle 1	FBbt:00058329	dorsal mouthpart muscle 1
FBbt:00000499	muscle cell of dorsal mouthpart muscle 2	FBbt:00058330	dorsal mouthpart muscle 2
FBbt:00000500	muscle cell of ventral mouthpart muscle 1	FBbt:00058331	ventral mouthpart muscle 1
FBbt:00000501	prothoracic oblique muscle cell	FBbt:00058332	prothoracic oblique muscle
FBbt:00000502	prothoracic dorsal oblique muscle cell	FBbt:00058333	prothoracic dorsal oblique muscle
FBbt:00000503	muscle cell of prothoracic dorsal oblique muscle 1	FBbt:00058334	prothoracic dorsal oblique muscle 1
FBbt:00000504	muscle cell of prothoracic dorsal oblique muscle 2	FBbt:00058335	prothoracic dorsal oblique muscle 2
FBbt:00000505	muscle cell of prothoracic dorsal oblique muscle 3	FBbt:00058336	prothoracic dorsal oblique muscle 3
FBbt:00000506	muscle cell of prothoracic dorsal oblique muscle 4	FBbt:00058337	prothoracic dorsal oblique muscle 4
FBbt:00000509	muscle cell of prothoracic ventral transverse muscle 1	FBbt:00058340	prothoracic ventral transverse muscle 1
FBbt:00000511	prothoracic lateral acute muscle cell	FBbt:00058342	prothoracic lateral acute muscle
FBbt:00000512	muscle cell of prothoracic lateral acute muscle 1	FBbt:00058343	prothoracic lateral acute muscle 1
FBbt:00000513	muscle cell of prothoracic lateral acute muscle 2	FBbt:00058344	prothoracic lateral acute muscle 2
FBbt:00000514	prothoracic intersegmental muscle cell	FBbt:00058345	prothoracic intersegmental muscle
FBbt:00000515	larval thoracic ventral intersegmental muscle cell	FBbt:00058346	larval thoracic ventral intersegmental muscle
FBbt:00000516	muscle cell of larval prothoracic ventral intersegmental muscle 2	FBbt:00058347	larval prothoracic ventral intersegmental muscle 2
FBbt:00000517	muscle cell of larval prothoracic ventral intersegmental muscle 3	FBbt:00058348	larval prothoracic ventral intersegmental muscle 3
FBbt:00000518	muscle cell of larval prothoracic ventral intersegmental muscle 4	FBbt:00058349	larval prothoracic ventral intersegmental muscle 4
FBbt:00000519	muscle cell of larval thoracic ventral intersegmental muscle 5	FBbt:00058350	larval thoracic ventral intersegmental muscle 5
FBbt:00000520	hypodermal muscle cell of mesothorax	FBbt:00058351	hypodermal muscle of mesothorax
FBbt:00000521	mesothoracic acute muscle cell	FBbt:00058352	mesothoracic acute muscle
FBbt:00000522	mesothoracic dorsal acute muscle cell	FBbt:00058353	mesothoracic dorsal acute muscle
FBbt:00000523	muscle cell of mesothoracic dorsal acute muscle 1	FBbt:00058354	mesothoracic dorsal acute muscle 1
FBbt:00000524	muscle cell of mesothoracic dorsal acute muscle 2	FBbt:00058355	mesothoracic dorsal acute muscle 2
FBbt:00000525	muscle cell of mesothoracic dorsal acute muscle 3	FBbt:00058356	mesothoracic dorsal acute muscle 3
FBbt:00000526	muscle cell of mesothoracic dorsal acute muscle 4	FBbt:00058357	mesothoracic dorsal acute muscle 4
FBbt:00000527	mesothoracic oblique muscle cell	FBbt:00058358	mesothoracic oblique muscle
FBbt:00000528	mesothoracic dorsal oblique muscle cell	FBbt:00058359	mesothoracic dorsal oblique muscle
FBbt:00000529	muscle cell of mesothoracic dorsal oblique muscle 1	FBbt:00058360	mesothoracic dorsal oblique muscle 1
FBbt:00000530	muscle cell of mesothoracic dorsal oblique muscle 2	FBbt:00058361	mesothoracic dorsal oblique muscle 2
FBbt:00000531	muscle cell of mesothoracic dorsal oblique muscle 3	FBbt:00058362	mesothoracic dorsal oblique muscle 3
FBbt:00000532	muscle cell of mesothoracic dorsal oblique muscle 4	FBbt:00058363	mesothoracic dorsal oblique muscle 4
FBbt:00000534	muscle cell of mesothoracic lateral oblique muscle 1	FBbt:00058365	mesothoracic lateral oblique muscle 1
FBbt:00000535	mesothoracic ventral oblique muscle cell	FBbt:00058366	mesothoracic ventral oblique muscle
FBbt:00000536	muscle cell of mesothoracic ventral oblique muscle 1	FBbt:00058367	mesothoracic ventral oblique muscle 1
FBbt:00000537	muscle cell of mesothoracic ventral oblique muscle 2	FBbt:00058368	mesothoracic ventral oblique muscle 2
FBbt:00000538	mesothoracic segment border muscle cell	FBbt:00058369	mesothoracic segment border muscle
FBbt:00000540	mesothoracic lateral transverse muscle cell	FBbt:00058371	mesothoracic lateral transverse muscle
FBbt:00000541	muscle cell of mesothoracic lateral transverse muscle 1	FBbt:00058372	mesothoracic lateral transverse muscle 1
FBbt:00000542	muscle cell of mesothoracic lateral transverse muscle 2	FBbt:00058373	mesothoracic lateral transverse muscle 2
FBbt:00000543	muscle cell of mesothoracic lateral transverse muscle 3	FBbt:00058374	mesothoracic lateral transverse muscle 3
FBbt:00000544	muscle cell of mesothoracic lateral transverse muscle 4	FBbt:00058375	mesothoracic lateral transverse muscle 4
FBbt:00000545	mesothoracic longitudinal muscle cell	FBbt:00058376	mesothoracic longitudinal muscle
FBbt:00000547	muscle cell of mesothoracic lateral longitudinal muscle 1	FBbt:00058378	mesothoracic lateral longitudinal muscle 1
FBbt:00000548	mesothoracic ventral longitudinal muscle cell	FBbt:00058379	mesothoracic ventral longitudinal muscle
FBbt:00000549	muscle cell of mesothoracic ventral longitudinal muscle 1	FBbt:00058380	mesothoracic ventral longitudinal muscle 1
FBbt:00000550	muscle cell of mesothoracic ventral longitudinal muscle 2	FBbt:00058381	mesothoracic ventral longitudinal muscle 2
FBbt:00000551	muscle cell of mesothoracic ventral longitudinal muscle 3	FBbt:00058382	mesothoracic ventral longitudinal muscle 3
FBbt:00000552	hypodermal muscle cell of metathorax	FBbt:00058383	hypodermal muscle of metathorax
FBbt:00000553	metathoracic acute muscle cell	FBbt:00058384	metathoracic acute muscle
FBbt:00000554	metathoracic dorsal acute muscle cell	FBbt:00058385	metathoracic dorsal acute muscle
FBbt:00000555	muscle cell of metathoracic dorsal acute muscle 1	FBbt:00058386	metathoracic dorsal acute muscle 1
FBbt:00000556	muscle cell of metathoracic dorsal acute muscle 2	FBbt:00058387	metathoracic dorsal acute muscle 2
FBbt:00000557	muscle cell of metathoracic dorsal acute muscle 3	FBbt:00058388	metathoracic dorsal acute muscle 3
FBbt:00000558	muscle cell of metathoracic dorsal acute muscle 4	FBbt:00058389	metathoracic dorsal acute muscle 4
FBbt:00000559	metathoracic ventral acute muscle cell	FBbt:00058390	metathoracic ventral acute muscle
FBbt:00000560	muscle cell of metathoracic ventral acute muscle 1	FBbt:00058391	metathoracic ventral acute muscle 1
FBbt:00000561	metathoracic oblique muscle cell	FBbt:00058392	metathoracic oblique muscle
FBbt:00000562	metathoracic dorsal oblique muscle cell	FBbt:00058393	metathoracic dorsal oblique muscle
FBbt:00000563	muscle cell of metathoracic dorsal oblique muscle 1	FBbt:00058394	metathoracic dorsal oblique muscle 1
FBbt:00000564	muscle cell of metathoracic dorsal oblique muscle 2	FBbt:00058395	metathoracic dorsal oblique muscle 2
FBbt:00000565	muscle cell of metathoracic dorsal oblique muscle 3	FBbt:00058396	metathoracic dorsal oblique muscle 3
FBbt:00000566	muscle cell of metathoracic dorsal oblique muscle 4	FBbt:00058397	metathoracic dorsal oblique muscle 4
FBbt:00000568	muscle cell of metathoracic lateral oblique muscle 1	FBbt:00058399	metathoracic lateral oblique muscle 1
FBbt:00000569	metathoracic ventral oblique muscle cell	FBbt:00058400	metathoracic ventral oblique muscle
FBbt:00000570	muscle cell of metathoracic ventral oblique muscle 1	FBbt:00058401	metathoracic ventral oblique muscle 1
FBbt:00000571	muscle cell of metathoracic ventral oblique muscle 2	FBbt:00058402	metathoracic ventral oblique muscle 2
FBbt:00000572	muscle cell of metathoracic ventral oblique muscle 3	FBbt:00058403	metathoracic ventral oblique muscle 3
FBbt:00000573	metathoracic segment border muscle cell	FBbt:00058404	metathoracic segment border muscle
FBbt:00000575	metathoracic lateral transverse muscle cell	FBbt:00058406	metathoracic lateral transverse muscle
FBbt:00000576	muscle cell of metathoracic lateral transverse muscle 1	FBbt:00058407	metathoracic lateral transverse muscle 1
FBbt:00000577	muscle cell of metathoracic lateral transverse muscle 2	FBbt:00058408	metathoracic lateral transverse muscle 2
FBbt:00000578	muscle cell of metathoracic lateral transverse muscle 3	FBbt:00058409	metathoracic lateral transverse muscle 3
FBbt:00000579	muscle cell of metathoracic lateral transverse muscle 4	FBbt:00058410	metathoracic lateral transverse muscle 4
FBbt:00000580	metathoracic longitudinal muscle cell	FBbt:00058411	metathoracic longitudinal muscle
FBbt:00000582	muscle cell of metathoracic lateral longitudinal muscle 1	FBbt:00058413	metathoracic lateral longitudinal muscle 1
FBbt:00000583	metathoracic ventral longitudinal muscle cell	FBbt:00058414	metathoracic ventral longitudinal muscle
FBbt:00000584	muscle cell of metathoracic ventral longitudinal muscle 1	FBbt:00058415	metathoracic ventral longitudinal muscle 1
FBbt:00000585	muscle cell of metathoracic ventral longitudinal muscle 2	FBbt:00058416	metathoracic ventral longitudinal muscle 2
FBbt:00000586	muscle cell of metathoracic ventral longitudinal muscle 3	FBbt:00058417	metathoracic ventral longitudinal muscle 3
FBbt:00000587	muscle cell of metathoracic ventral longitudinal muscle 4	FBbt:00058418	metathoracic ventral longitudinal muscle 4
FBbt:00000589	A1-7 acute muscle cell	FBbt:00058419	A1-7 acute muscle
FBbt:00000590	A1-7 dorsal acute muscle cell	FBbt:00058420	A1-7 dorsal acute muscle
FBbt:00000591	muscle cell of A1-7 dorsal acute muscle 1	FBbt:00058421	A1-7 dorsal acute muscle 1
FBbt:00000592	muscle cell of A1-7 dorsal acute muscle 2	FBbt:00058422	A1-7 dorsal acute muscle 2
FBbt:00000593	muscle cell of A1-7 dorsal acute muscle 3	FBbt:00058423	A1-7 dorsal acute muscle 3
FBbt:00000594	A1-7 ventral acute muscle cell	FBbt:00058424	A1-7 ventral acute muscle
FBbt:00000595	muscle cell of A1-7 ventral acute muscle 1	FBbt:00058425	A1-7 ventral acute muscle 1
FBbt:00000597	muscle cell of ventral acute muscle 3	FBbt:00058426	ventral acute muscle 3
FBbt:00000598	A1-7 longitudinal muscle cell	FBbt:00058427	A1-7 longitudinal muscle
FBbt:00000600	muscle cell of A1-7 lateral longitudinal muscle 1	FBbt:00058428	A1-7 lateral longitudinal muscle 1
FBbt:00000601	A1-7 ventral longitudinal muscle cell	FBbt:00058429	A1-7 ventral longitudinal muscle
FBbt:00000602	muscle cell of A1-7 ventral longitudinal muscle 1	FBbt:00058430	A1-7 ventral longitudinal muscle 1
FBbt:00000603	muscle cell of A1-7 ventral longitudinal muscle 2	FBbt:00058431	A1-7 ventral longitudinal muscle 2
FBbt:00000604	muscle cell of A1-7 ventral longitudinal muscle 3	FBbt:00058432	A1-7 ventral longitudinal muscle 3
FBbt:00000605	muscle cell of A1-7 ventral longitudinal muscle 4	FBbt:00058433	A1-7 ventral longitudinal muscle 4
FBbt:00000606	A1-7 segment border muscle cell	FBbt:00058434	A1-7 segment border muscle
FBbt:00000607	A1-7 oblique muscle cell	FBbt:00058435	A1-7 oblique muscle
FBbt:00000608	A1-7 dorsal oblique muscle cell	FBbt:00058436	A1-7 dorsal oblique muscle
FBbt:00000609	muscle cell of A1-7 dorsal oblique muscle 1	FBbt:00058437	A1-7 dorsal oblique muscle 1
FBbt:00000610	muscle cell of A1-7 dorsal oblique muscle 2	FBbt:00058438	A1-7 dorsal oblique muscle 2
FBbt:00000611	muscle cell of A1-7 dorsal oblique muscle 3	FBbt:00058439	A1-7 dorsal oblique muscle 3
FBbt:00000612	muscle cell of A1-7 dorsal oblique muscle 4	FBbt:00058440	A1-7 dorsal oblique muscle 4
FBbt:00000613	muscle cell of dorsal oblique muscle 5	FBbt:00058441	dorsal oblique muscle 5
FBbt:00000615	muscle cell of A1-7 lateral oblique muscle 1	FBbt:00058442	A1-7 lateral oblique muscle 1
FBbt:00000616	A1-7 ventral oblique muscle cell	FBbt:00058443	A1-7 ventral oblique muscle
FBbt:00000617	muscle cell of A1-7 ventral oblique muscle 1	FBbt:00058444	A1-7 ventral oblique muscle 1
FBbt:00000618	muscle cell of A1-7 ventral oblique muscle 2	FBbt:00058445	A1-7 ventral oblique muscle 2
FBbt:00000619	muscle cell of A1-7 ventral oblique muscle 3	FBbt:00058446	A1-7 ventral oblique muscle 3
FBbt:00000620	muscle cell of ventral oblique muscle 4	FBbt:00058447	ventral oblique muscle 4
FBbt:00000621	muscle cell of ventral oblique muscle 5	FBbt:00058448	ventral oblique muscle 5
FBbt:00000622	muscle cell of ventral oblique muscle 6	FBbt:00058449	ventral oblique muscle 6
FBbt:00000623	A1-7 transverse muscle cell	FBbt:00058450	A1-7 transverse muscle
FBbt:00000625	muscle cell of A1-7 dorsal transverse muscle 1	FBbt:00058451	A1-7 dorsal transverse muscle 1
FBbt:00000626	A1-7 lateral transverse muscle cell	FBbt:00058452	A1-7 lateral transverse muscle
FBbt:00000627	muscle cell of A1-7 lateral transverse muscle 1	FBbt:00058453	A1-7 lateral transverse muscle 1
FBbt:00000628	muscle cell of A1-7 lateral transverse muscle 2	FBbt:00058454	A1-7 lateral transverse muscle 2
FBbt:00000629	muscle cell of A1-7 lateral transverse muscle 3	FBbt:00058455	A1-7 lateral transverse muscle 3
FBbt:00000630	muscle cell of A1-7 lateral transverse muscle 4	FBbt:00058456	A1-7 lateral transverse muscle 4
FBbt:00000632	muscle cell of A2-7 ventral transverse muscle 1	FBbt:00058458	A2-7 ventral transverse muscle 1
FBbt:00000637	hypodermal muscle cell of larval abdominal 1	FBbt:00058460	hypodermal muscle of larval abdominal 1
FBbt:00000638	abdominal 1 acute muscle cell	FBbt:00058461	abdominal 1 acute muscle
FBbt:00000639	abdominal 1 dorsal acute muscle cell	FBbt:00058462	abdominal 1 dorsal acute muscle
FBbt:00000640	muscle cell of abdominal 1 dorsal acute muscle 1	FBbt:00058463	abdominal 1 dorsal acute muscle 1
FBbt:00000641	muscle cell of abdominal 1 dorsal acute muscle 2	FBbt:00058464	abdominal 1 dorsal acute muscle 2
FBbt:00000642	muscle cell of abdominal 1 dorsal acute muscle 3	FBbt:00058465	abdominal 1 dorsal acute muscle 3
FBbt:00000643	abdominal 1 ventral acute muscle cell	FBbt:00058466	abdominal 1 ventral acute muscle
FBbt:00000644	muscle cell of abdominal 1 ventral acute muscle 1	FBbt:00058467	abdominal 1 ventral acute muscle 1
FBbt:00000645	muscle cell of abdominal 1 ventral acute muscle 2	FBbt:00058468	abdominal 1 ventral acute muscle 2
FBbt:00000646	muscle cell of abdominal 1 ventral acute muscle 3	FBbt:00058469	abdominal 1 ventral acute muscle 3
FBbt:00000647	abdominal 1 longitudinal muscle cell	FBbt:00058470	abdominal 1 longitudinal muscle
FBbt:00000649	muscle cell of abdominal 1 lateral longitudinal muscle 1	FBbt:00058471	abdominal 1 lateral longitudinal muscle 1
FBbt:00000650	abdominal 1 ventral longitudinal muscle cell	FBbt:00058472	abdominal 1 ventral longitudinal muscle
FBbt:00000651	muscle cell of abdominal 1 ventral longitudinal muscle 1	FBbt:00058473	abdominal 1 ventral longitudinal muscle 1
FBbt:00000652	muscle cell of abdominal 1 ventral longitudinal muscle 2	FBbt:00058474	abdominal 1 ventral longitudinal muscle 2
FBbt:00000653	muscle cell of abdominal 1 ventral longitudinal muscle 3	FBbt:00058475	abdominal 1 ventral longitudinal muscle 3
FBbt:00000654	muscle cell of abdominal 1 ventral longitudinal muscle 4	FBbt:00058476	abdominal 1 ventral longitudinal muscle 4
FBbt:00000655	abdominal 1 segment border muscle cell	FBbt:00058477	abdominal 1 segment border muscle
FBbt:00000656	abdominal 1 oblique muscle cell	FBbt:00058478	abdominal 1 oblique muscle
FBbt:00000657	abdominal 1 dorsal oblique muscle cell	FBbt:00058479	abdominal 1 dorsal oblique muscle
FBbt:00000658	muscle cell of abdominal 1 dorsal oblique muscle 1	FBbt:00058480	abdominal 1 dorsal oblique muscle 1
FBbt:00000659	muscle cell of abdominal 1 dorsal oblique muscle 2	FBbt:00058481	abdominal 1 dorsal oblique muscle 2
FBbt:00000660	muscle cell of abdominal 1 dorsal oblique muscle 3	FBbt:00058482	abdominal 1 dorsal oblique muscle 3
FBbt:00000661	muscle cell of abdominal 1 dorsal oblique muscle 4	FBbt:00058483	abdominal 1 dorsal oblique muscle 4
FBbt:00000662	muscle cell of abdominal 1 dorsal oblique muscle 5	FBbt:00058484	abdominal 1 dorsal oblique muscle 5
FBbt:00000664	muscle cell of abdominal 1 lateral oblique muscle 1	FBbt:00058485	abdominal 1 lateral oblique muscle 1
FBbt:00000665	abdominal 1 ventral oblique muscle cell	FBbt:00058486	abdominal 1 ventral oblique muscle
FBbt:00000666	muscle cell of abdominal 1 ventral oblique muscle 1	FBbt:00058487	abdominal 1 ventral oblique muscle 1
FBbt:00000667	muscle cell of abdominal 1 ventral oblique muscle 2	FBbt:00058488	abdominal 1 ventral oblique muscle 2
FBbt:00000668	muscle cell of abdominal 1 ventral oblique muscle 4	FBbt:00058489	abdominal 1 ventral oblique muscle 4
FBbt:00000669	muscle cell of abdominal 1 ventral oblique muscle 5	FBbt:00058490	abdominal 1 ventral oblique muscle 5
FBbt:00000670	muscle cell of abdominal 1 ventral oblique muscle 3	FBbt:00058491	abdominal 1 ventral oblique muscle 3
FBbt:00000671	abdominal 1 transverse muscle cell	FBbt:00058492	abdominal 1 transverse muscle
FBbt:00000673	muscle cell of abdominal 1 dorsal transverse muscle 1	FBbt:00058493	abdominal 1 dorsal transverse muscle 1
FBbt:00000674	abdominal 1 lateral transverse muscle cell	FBbt:00058494	abdominal 1 lateral transverse muscle
FBbt:00000675	muscle cell of abdominal 1 lateral transverse muscle 1	FBbt:00058495	abdominal 1 lateral transverse muscle 1
FBbt:00000676	muscle cell of abdominal 1 lateral transverse muscle 2	FBbt:00058496	abdominal 1 lateral transverse muscle 2
FBbt:00000677	muscle cell of abdominal 1 lateral transverse muscle 3	FBbt:00058497	abdominal 1 lateral transverse muscle 3
FBbt:00000678	muscle cell of abdominal 1 lateral transverse muscle 4	FBbt:00058498	abdominal 1 lateral transverse muscle 4
FBbt:00000680	muscle cell of abdominal 1 ventral internal muscle 1	FBbt:00058499	abdominal 1 ventral internal muscle 1
FBbt:00000681	hypodermal muscle cell of larval abdomen	FBbt:00058500	hypodermal muscle of larval abdomen
FBbt:00000682	hypodermal muscle cell of larval abdominal 2	FBbt:00058501	hypodermal muscle of larval abdominal 2
FBbt:00000683	abdominal 2 acute muscle cell	FBbt:00058502	abdominal 2 acute muscle
FBbt:00000684	abdominal 2 dorsal acute muscle cell	FBbt:00058503	abdominal 2 dorsal acute muscle
FBbt:00000685	muscle cell of abdominal 2 dorsal acute muscle 1	FBbt:00058504	abdominal 2 dorsal acute muscle 1
FBbt:00000686	muscle cell of abdominal 2 dorsal acute muscle 2	FBbt:00058505	abdominal 2 dorsal acute muscle 2
FBbt:00000687	muscle cell of abdominal 2 dorsal acute muscle 3	FBbt:00058506	abdominal 2 dorsal acute muscle 3
FBbt:00000688	abdominal 2 ventral acute muscle cell	FBbt:00058507	abdominal 2 ventral acute muscle
FBbt:00000689	muscle cell of abdominal 2 ventral acute muscle 1	FBbt:00058508	abdominal 2 ventral acute muscle 1
FBbt:00000690	muscle cell of abdominal 2 ventral acute muscle 2	FBbt:00058509	abdominal 2 ventral acute muscle 2
FBbt:00000691	muscle cell of abdominal 2 ventral acute muscle 3	FBbt:00058510	abdominal 2 ventral acute muscle 3
FBbt:00000692	abdominal 2 oblique muscle cell	FBbt:00058511	abdominal 2 oblique muscle
FBbt:00000693	abdominal 2 dorsal oblique muscle cell	FBbt:00058512	abdominal 2 dorsal oblique muscle
FBbt:00000694	muscle cell of abdominal 2 dorsal oblique muscle 1	FBbt:00058513	abdominal 2 dorsal oblique muscle 1
FBbt:00000695	muscle cell of abdominal 2 dorsal oblique muscle 2	FBbt:00058514	abdominal 2 dorsal oblique muscle 2
FBbt:00000696	muscle cell of abdominal 2 dorsal oblique muscle 3	FBbt:00058515	abdominal 2 dorsal oblique muscle 3
FBbt:00000697	muscle cell of abdominal 2 dorsal oblique muscle 4	FBbt:00058516	abdominal 2 dorsal oblique muscle 4
FBbt:00000698	muscle cell of abdominal 2 dorsal oblique muscle 5	FBbt:00058517	abdominal 2 dorsal oblique muscle 5
FBbt:00000700	muscle cell of abdominal 2 lateral oblique muscle 1	FBbt:00058518	abdominal 2 lateral oblique muscle 1
FBbt:00000701	abdominal 2 ventral oblique muscle cell	FBbt:00058519	abdominal 2 ventral oblique muscle
FBbt:00000702	muscle cell of abdominal 2 ventral oblique muscle 1	FBbt:00058520	abdominal 2 ventral oblique muscle 1
FBbt:00000703	muscle cell of abdominal 2 ventral oblique muscle 2	FBbt:00058521	abdominal 2 ventral oblique muscle 2
FBbt:00000704	muscle cell of abdominal 2 ventral oblique muscle 3	FBbt:00058522	abdominal 2 ventral oblique muscle 3
FBbt:00000705	muscle cell of abdominal 2 ventral oblique muscle 4	FBbt:00058523	abdominal 2 ventral oblique muscle 4
FBbt:00000706	muscle cell of abdominal 2 ventral oblique muscle 5	FBbt:00058524	abdominal 2 ventral oblique muscle 5
FBbt:00000707	muscle cell of abdominal 2 ventral oblique muscle 6	FBbt:00058525	abdominal 2 ventral oblique muscle 6
FBbt:00000708	abdominal 2 longitudinal muscle cell	FBbt:00058526	abdominal 2 longitudinal muscle
FBbt:00000710	muscle cell of abdominal 2 lateral longitudinal muscle 1	FBbt:00058527	abdominal 2 lateral longitudinal muscle 1
FBbt:00000711	abdominal 2 ventral longitudinal muscle cell	FBbt:00058528	abdominal 2 ventral longitudinal muscle
FBbt:00000712	muscle cell of abdominal 2 ventral longitudinal muscle 1	FBbt:00058529	abdominal 2 ventral longitudinal muscle 1
FBbt:00000713	muscle cell of abdominal 2 ventral longitudinal muscle 2	FBbt:00058530	abdominal 2 ventral longitudinal muscle 2
FBbt:00000714	muscle cell of abdominal 2 ventral longitudinal muscle 3	FBbt:00058531	abdominal 2 ventral longitudinal muscle 3
FBbt:00000715	muscle cell of abdominal 2 ventral longitudinal muscle 4	FBbt:00058532	abdominal 2 ventral longitudinal muscle 4
FBbt:00000716	abdominal 2 segment border muscle cell	FBbt:00058533	abdominal 2 segment border muscle
FBbt:00000717	abdominal 2 transverse muscle cell	FBbt:00058534	abdominal 2 transverse muscle
FBbt:00000719	muscle cell of abdominal 2 dorsal transverse muscle 1	FBbt:00058535	abdominal 2 dorsal transverse muscle 1
FBbt:00000720	abdominal 2 lateral transverse muscle cell	FBbt:00058536	abdominal 2 lateral transverse muscle
FBbt:00000721	muscle cell of abdominal 2 lateral transverse muscle 1	FBbt:00058537	abdominal 2 lateral transverse muscle 1
FBbt:00000722	muscle cell of abdominal 2 lateral transverse muscle 2	FBbt:00058538	abdominal 2 lateral transverse muscle 2
FBbt:00000723	muscle cell of abdominal 2 lateral transverse muscle 3	FBbt:00058539	abdominal 2 lateral transverse muscle 3
FBbt:00000724	muscle cell of abdominal 2 lateral transverse muscle 4	FBbt:00058540	abdominal 2 lateral transverse muscle 4
FBbt:00000726	muscle cell of abdominal 2 ventral transverse muscle 1	FBbt:00058542	abdominal 2 ventral transverse muscle 1
FBbt:00000727	hypodermal muscle cell of larval abdominal 3	FBbt:00058543	hypodermal muscle of larval abdominal 3
FBbt:00000728	abdominal 3 acute muscle cell	FBbt:00058544	abdominal 3 acute muscle
FBbt:00000729	abdominal 3 dorsal acute muscle cell	FBbt:00058545	abdominal 3 dorsal acute muscle
FBbt:00000730	muscle cell of abdominal 3 dorsal acute muscle 1	FBbt:00058546	abdominal 3 dorsal acute muscle 1
FBbt:00000731	muscle cell of abdominal 3 dorsal acute muscle 2	FBbt:00058547	abdominal 3 dorsal acute muscle 2
FBbt:00000732	muscle cell of abdominal 3 dorsal acute muscle 3	FBbt:00058548	abdominal 3 dorsal acute muscle 3
FBbt:00000733	abdominal 3 ventral acute muscle cell	FBbt:00058549	abdominal 3 ventral acute muscle
FBbt:00000734	muscle cell of abdominal 3 ventral acute muscle 1	FBbt:00058550	abdominal 3 ventral acute muscle 1
FBbt:00000735	muscle cell of abdominal 3 ventral acute muscle 2	FBbt:00058551	abdominal 3 ventral acute muscle 2
FBbt:00000736	muscle cell of abdominal 3 ventral acute muscle 3	FBbt:00058552	abdominal 3 ventral acute muscle 3
FBbt:00000737	abdominal 3 oblique muscle cell	FBbt:00058553	abdominal 3 oblique muscle
FBbt:00000738	abdominal 3 dorsal oblique muscle cell	FBbt:00058554	abdominal 3 dorsal oblique muscle
FBbt:00000739	muscle cell of abdominal 3 dorsal oblique muscle 1	FBbt:00058555	abdominal 3 dorsal oblique muscle 1
FBbt:00000740	muscle cell of abdominal 3 dorsal oblique muscle 2	FBbt:00058556	abdominal 3 dorsal oblique muscle 2
FBbt:00000741	muscle cell of abdominal 3 dorsal oblique muscle 3	FBbt:00058557	abdominal 3 dorsal oblique muscle 3
FBbt:00000742	muscle cell of abdominal 3 dorsal oblique muscle 4	FBbt:00058558	abdominal 3 dorsal oblique muscle 4
