#curie_map:
#  BSPO: "http://purl.obolibrary.org/obo/BSPO_"
#  CARO: "http://purl.obolibrary.org/obo/CARO_"
#  CL: "http://purl.obolibrary.org/obo/CL_"
#  DoOR: "http://neuro.uni-konstanz.de/DoOR/content/receptor.php?OR="
#  FBbt: "http://purl.obolibrary.org/obo/FBbt_"
#  FlyBrain_NDB: "https://flybrain-ndb.virtualflybrain.org/neuronrec-"
#  GO: "http://purl.obolibrary.org/obo/GO_"
#  ORCID: "https://orcid.org/"
#  UBERON: "http://purl.obolibrary.org/obo/UBERON_"
#  atlas: "https://www.ento.csiro.au/biology/drosophila/melanogaster.html?"
#  larvalbrain_axon_tract: "http://www.larvalbrain.org/#/browse/axontract/"
#  larvalbrain_neuropil: "http://www.larvalbrain.org/#/browse/neuropil/"
#  obo: "http://purl.obolibrary.org/obo/"
#mapping_set_id: "http://purl.obolibrary.org/obo/fbbt/fbbt-mappings.sssom.tsv"
#mapping_set_description: "Mappings between the Drosophila Anatomy Ontology and foreign ontologies."
#creator_id:
#  - "ORCID:0000-0002-1373-1705"
#  - "ORCID:0000-0002-6095-8718"
#license: "https://creativecommons.org/licenses/by/4.0/"
#subject_source: "obo:fbbt.owl"
subject_id	subject_label	predicate_id	object_id	mapping_justification	object_source	mapping_date	comment
FBbt:00003860	lobula tangential neuron LT1	skos:exactMatch	FlyBrain_NDB:10014	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003861	lobula tangential neuron LT2	skos:exactMatch	FlyBrain_NDB:10023	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003862	lobula tangential neuron LT3	skos:exactMatch	FlyBrain_NDB:10024	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003863	lobula tangential neuron LT4	skos:exactMatch	FlyBrain_NDB:10025	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003864	lobula tangential neuron LT5	skos:exactMatch	FlyBrain_NDB:10026	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003865	lobula tangential neuron LT6	skos:exactMatch	FlyBrain_NDB:10201	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003866	lobula tangential neuron LT7	skos:exactMatch	FlyBrain_NDB:10027	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003867	lobula tangential neuron LT8	skos:exactMatch	FlyBrain_NDB:10028	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003868	lobula tangential neuron LT9	skos:exactMatch	FlyBrain_NDB:10046	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003869	lobula tangential neuron LT10	skos:exactMatch	FlyBrain_NDB:10015	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003871	lobula columnar neuron LC1	skos:exactMatch	FlyBrain_NDB:10004	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003872	lobula columnar neuron LC2	skos:exactMatch	FlyBrain_NDB:10005	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003874	lobula columnar neuron LC4	skos:exactMatch	FlyBrain_NDB:10001	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003875	lobula columnar neuron LC5	skos:exactMatch	FlyBrain_NDB:10006	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003876	lobula columnar neuron LC6	skos:exactMatch	FlyBrain_NDB:10003	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003877	lobula columnar neuron LC7	skos:exactMatch	FlyBrain_NDB:10007	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003878	lobula columnar neuron LC8	skos:exactMatch	FlyBrain_NDB:10008	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003879	lobula complex columnar neuron	skos:exactMatch	FlyBrain_NDB:10066	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003880	lobula plate-lobula columnar neuron LPLC	skos:exactMatch	FlyBrain_NDB:10065	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003881	lobula-lobula plate columnar neuron LLPC	skos:exactMatch	FlyBrain_NDB:10035	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003883	lobula intrinsic neuron Li1	skos:exactMatch	FlyBrain_NDB:10095	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003884	lobula intrinsic neuron Li2	skos:exactMatch	FlyBrain_NDB:10184	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003891	translobula plate neuron Tlp1	skos:exactMatch	FlyBrain_NDB:10127	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003892	translobula plate neuron Tlp2	skos:exactMatch	FlyBrain_NDB:10128	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003893	translobula plate neuron Tlp3	skos:exactMatch	FlyBrain_NDB:10129	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003894	translobula plate neuron Tlp4	skos:exactMatch	FlyBrain_NDB:10130	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003895	translobula plate neuron Tlp5	skos:exactMatch	FlyBrain_NDB:10131	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003908	lobula plate tangential neuron Lpt1	skos:exactMatch	FlyBrain_NDB:10052	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003909	lobula plate tangential neuron Lpt2	skos:exactMatch	FlyBrain_NDB:10038	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003912	Y neuron Y1	skos:exactMatch	FlyBrain_NDB:10178	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003914	Y neuron Y3	skos:exactMatch	FlyBrain_NDB:10179	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003915	Y neuron Y4	skos:exactMatch	FlyBrain_NDB:10180	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003916	Y neuron Y5	skos:exactMatch	FlyBrain_NDB:10181	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003917	horizontal system neuron	skos:exactMatch	FlyBrain_NDB:10043	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003993	fine arborization relay interneuron	skos:exactMatch	FlyBrain_NDB:10364	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003994	giant symmetrical relay interneuron	skos:exactMatch	FlyBrain_NDB:10365	semapv:ManualMappingCuration		2024-07-11	
FBbt:00003995	adult uniglomerular antennal lobe projection neuron V ilPN	skos:exactMatch	FlyBrain_NDB:10366	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004101	peptidergic neuron	semapv:crossSpeciesExactMatch	CL:0000110	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004114	head sensillum	semapv:crossSpeciesExactMatch	UBERON:0000963	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004121	vertical bristle	skos:exactMatch	atlas:vertical%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004125	fronto-orbital bristle	skos:exactMatch	atlas:fronto-orbital%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004126	postocellar bristle	skos:exactMatch	atlas:postocellar%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004127	postorbital bristle	skos:exactMatch	atlas:postocular%20setulae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004128	ocellar bristle	skos:exactMatch	atlas:ocellar%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004129	interocellar bristle	skos:exactMatch	atlas:interocellar%20setulae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004130	vibrissal bristle	skos:exactMatch	atlas:vibrissae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004131	subvibrissal bristle	skos:exactMatch	atlas:subvibrissae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004132	ventral postgenal bristle	skos:exactMatch	atlas:postgenal%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004193	cone cell	semapv:crossSpeciesExactMatch	CL:0000718	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004199	lens	semapv:crossSpeciesExactMatch	UBERON:0000207	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004200	retina	semapv:crossSpeciesExactMatch	UBERON:0005388	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004208	developing embryonic structure	semapv:crossSpeciesExactMatch	UBERON:0002050	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004211	photoreceptor cell	semapv:crossSpeciesExactMatch	CL:0000210	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004213	photoreceptor cell R1	semapv:crossSpeciesExactMatch	CL:0000687	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004215	photoreceptor cell R2	semapv:crossSpeciesExactMatch	CL:0000690	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004217	photoreceptor cell R3	semapv:crossSpeciesExactMatch	CL:0000694	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004219	photoreceptor cell R4	semapv:crossSpeciesExactMatch	CL:0000697	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004221	photoreceptor cell R5	semapv:crossSpeciesExactMatch	CL:0000702	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004223	photoreceptor cell R6	semapv:crossSpeciesExactMatch	CL:0000705	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004225	photoreceptor cell R7	skos:exactMatch	FlyBrain_NDB:10112	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004225	photoreceptor cell R7	semapv:crossSpeciesExactMatch	CL:0000707	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004227	photoreceptor cell R8	skos:narrowMatch	FlyBrain_NDB:10113	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004227	photoreceptor cell R8	skos:narrowMatch	FlyBrain_NDB:10114	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004227	photoreceptor cell R8	semapv:crossSpeciesExactMatch	CL:0000709	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004230	pigment cell	semapv:crossSpeciesExactMatch	CL:0001658	semapv:ManualMappingCuration	obo:cl.owl	2024-07-12	
FBbt:00004234	pigment granule	semapv:crossSpeciesExactMatch	GO:0048770	semapv:ManualMappingCuration	obo:go.owl	2024-07-12	
FBbt:00004249	humeral bristle	skos:exactMatch	atlas:postpronotal%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004296	sex comb	skos:exactMatch	atlas:sex%20comb	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004296	sex comb	semapv:crossSpeciesExactMatch	UBERON:6004296	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004299	presutural bristle	skos:exactMatch	atlas:presutural%20seta	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004300	notopleural bristle	skos:exactMatch	atlas:notopleural%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004303	supraalar bristle	skos:exactMatch	atlas:supra-alar%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004306	dorsocentral bristle	skos:exactMatch	atlas:dorsocentral%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004309	postalar bristle	skos:exactMatch	atlas:postalar%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004312	scutellar bristle	skos:exactMatch	atlas:scutellar%20setae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004321	katepisternal bristle	skos:narrowMatch	atlas:katepisternal%20setae%20	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004321	katepisternal bristle	skos:narrowMatch	atlas:katepisternal%20setulae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004340	wing hair	semapv:crossSpeciesExactMatch	UBERON:6004340	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004475	sclerite	semapv:crossSpeciesExactMatch	UBERON:6004475	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004476	abdominal tergite	skos:exactMatch	atlas:tergites	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004476	tergite	semapv:crossSpeciesExactMatch	UBERON:6004476	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004477	abdominal sternite	skos:exactMatch	atlas:sternites	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004477	sternite	semapv:crossSpeciesExactMatch	UBERON:6004477	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004481	adult external head	semapv:crossSpeciesExactMatch	UBERON:6004481	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004482	adult head capsule	skos:exactMatch	atlas:head%20capsule	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004482	head capsule	semapv:crossSpeciesExactMatch	UBERON:0003153	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004484	ptilinal suture	skos:exactMatch	atlas:ptilinal%20fissure	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004490	postfrons	skos:exactMatch	atlas:frons	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004491	gena	skos:exactMatch	atlas:gena	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004492	occiput	skos:exactMatch	atlas:occiput	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004492	occiput	semapv:crossSpeciesExactMatch	UBERON:0003155	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	Uberon term commented as “belonging to another ontology but kept for disambiguation purposes”
FBbt:00004495	ocellar triangle	skos:exactMatch	atlas:ocellar%20triangle	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004496	postgena	skos:exactMatch	atlas:postgena	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004505	ocellus	skos:exactMatch	atlas:ocellus	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004505	ocellus	semapv:crossSpeciesExactMatch	UBERON:0003161	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004506	lateral ocellus	semapv:crossSpeciesExactMatch	UBERON:0003162	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004507	medial ocellus	semapv:crossSpeciesExactMatch	UBERON:0003211	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	Uberon term should be under ‘dorsal ocellus’ (UBERON:0003161)
FBbt:00004508	eye	skos:exactMatch	atlas:compound%20eye	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004508	eye	semapv:crossSpeciesExactMatch	UBERON:0000018	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004510	ommatidium	semapv:crossSpeciesExactMatch	UBERON:0000971	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004511	antenna	skos:exactMatch	atlas:antenna	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004511	antenna	semapv:crossSpeciesExactMatch	UBERON:0000972	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004513	first segment of antenna	skos:exactMatch	atlas:scape	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004514	second segment of antenna	skos:exactMatch	atlas:pedicel	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004515	third segment of antenna	skos:exactMatch	atlas:flagellomere%201	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004516	fourth segment of antenna	skos:exactMatch	atlas:aristomere%201	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004517	fifth segment of antenna	skos:exactMatch	atlas:aristomere%202	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004519	arista	skos:exactMatch	atlas:arista	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004519	arista	semapv:crossSpeciesExactMatch	UBERON:6004519	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004520	mouthpart	semapv:crossSpeciesExactMatch	UBERON:6004520	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004521	clypeus	skos:exactMatch	atlas:clypeus	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004521	clypeus	semapv:crossSpeciesExactMatch	UBERON:6004521	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004522	labrum	semapv:crossSpeciesExactMatch	UBERON:0005905	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	Uberon term has “insect labium” as EXACT synonym while “labium” is a different part in FBbt
FBbt:00004535	proboscis	skos:exactMatch	atlas:proboscis	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004535	proboscis	semapv:crossSpeciesExactMatch	UBERON:6004535	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004540	rostrum	semapv:crossSpeciesExactMatch	UBERON:6004540	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004550	neck	skos:exactMatch	atlas:cervix	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004551	adult external thorax	semapv:crossSpeciesExactMatch	UBERON:6004551	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004552	tergum	semapv:crossSpeciesExactMatch	UBERON:6004552	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004554	episternum	skos:exactMatch	atlas:episternum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004556	epimeron	skos:exactMatch	atlas:epimeron	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004557	sternum	semapv:crossSpeciesExactMatch	UBERON:0003130	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004562	postpronotum	skos:exactMatch	atlas:postpronotum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004566	prothoracic episternum	skos:exactMatch	atlas:proepisternum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004568	prothoracic epimeron	skos:exactMatch	atlas:proepimeron	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004578	adult external mesothorax	semapv:crossSpeciesExactMatch	UBERON:6004578	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004580	mesothoracic tergum	semapv:crossSpeciesExactMatch	UBERON:6004580	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004582	prescutum	skos:exactMatch	atlas:presutural%20mesonotum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004583	scutum	skos:exactMatch	atlas:postsutural%20mesonotum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004587	scutellum	skos:exactMatch	atlas:scutellum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004589	mesothoracic laterotergite	skos:exactMatch	atlas:laterotergite	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004591	mesothoracic pleurum	skos:exactMatch	atlas:mesopleuron	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004593	anepimeron	skos:exactMatch	atlas:anepimeron	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004594	katepimeron	skos:exactMatch	atlas:katepimeron	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004597	anepisternum	skos:relatedMatch	atlas:anepisternum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004599	katepisternum	skos:exactMatch	atlas:katepisternum	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004601	scutoscutellar suture	skos:exactMatch	atlas:scutoscutellar%20suture	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004602	intrascutal suture	skos:exactMatch	atlas:transverse%20suture	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004607	pleural cleft	skos:exactMatch	atlas:pleural%20suture	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004609	adult anterior thoracic spiracle	skos:exactMatch	atlas:anterior%20spiracle	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004631	adult metathoracic spiracle	skos:exactMatch	atlas:posterior%20spiracle	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004640	leg	skos:exactMatch	atlas:legs	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004640	leg	semapv:crossSpeciesExactMatch	UBERON:0005895	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004641	coxa	skos:exactMatch	atlas:coxae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004642	tibia	skos:exactMatch	atlas:tibiae	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004642	tibia	semapv:crossSpeciesExactMatch	UBERON:0003131	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004643	trochanter	skos:exactMatch	atlas:trochanters	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004644	femur	skos:exactMatch	atlas:femora	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004646	tarsal segment	semapv:crossSpeciesExactMatch	UBERON:6004646	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004648	metatarsus	skos:exactMatch	atlas:basitarsi	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004648	metatarsus	semapv:crossSpeciesExactMatch	UBERON:6004648	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004655	pulvillus	skos:exactMatch	atlas:pulvilli	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004659	empodium	skos:exactMatch	atlas:empodium	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004660	unguis	skos:exactMatch	atlas:tarsal%20claws	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004663	prothoracic leg	skos:exactMatch	atlas:fore%20leg	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004663	prothoracic leg	semapv:crossSpeciesExactMatch	UBERON:6004663	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004664	prothoracic coxa	skos:exactMatch	atlas:procoxa	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004665	prothoracic tibia	skos:exactMatch	atlas:protibia	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004666	prothoracic trochanter	skos:exactMatch	atlas:protrochanter	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004667	prothoracic femur	skos:exactMatch	atlas:profemur	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004668	prothoracic tarsal segment	semapv:crossSpeciesExactMatch	UBERON:6004668	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004670	prothoracic metatarsus	semapv:crossSpeciesExactMatch	UBERON:6004670	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004685	mesothoracic leg	skos:exactMatch	atlas:middle%20leg	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004686	mesothoracic coxa	skos:exactMatch	atlas:mesocoxa	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004687	mesothoracic tibia	skos:exactMatch	atlas:mesotibia	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004688	mesothoracic trochanter	skos:exactMatch	atlas:mesotrochanter	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004689	mesothoracic femur	skos:exactMatch	atlas:mesofemur	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004692	mesothoracic metatarsus	skos:exactMatch	atlas:mesobasitarsus	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004707	metathoracic leg	skos:exactMatch	atlas:hind%20leg	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004708	metathoracic coxa	skos:exactMatch	atlas:metacoxa	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004709	metathoracic tibia	skos:exactMatch	atlas:metatibia	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004710	metathoracic trochanter	skos:exactMatch	atlas:metatrochanter	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004711	metathoracic femur	skos:exactMatch	atlas:metafemur	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004714	metathoracic metatarsus	skos:exactMatch	atlas:metabasitarsus	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004729	wing	skos:exactMatch	atlas:wings	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004729	wing	semapv:crossSpeciesExactMatch	UBERON:0000984	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004751	wing vein	semapv:crossSpeciesExactMatch	UBERON:0003194	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004752	second anal vein	skos:exactMatch	atlas:A2	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004754	subcostal vein	skos:exactMatch	atlas:Sc	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004755	costal vein	skos:exactMatch	atlas:C	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004759	wing vein L1	skos:exactMatch	atlas:R1	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004760	wing vein L2	skos:exactMatch	atlas:R2+3	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004761	wing vein L3	skos:exactMatch	atlas:R4+5	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004762	wing vein L4	skos:exactMatch	atlas:M1	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004763	wing vein L5	skos:exactMatch	atlas:CuA1	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004766	humeral crossvein	skos:exactMatch	atlas:h	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004767	anterior crossvein	skos:exactMatch	atlas:r-m	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004768	posterior crossvein	skos:exactMatch	atlas:dm-cu	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004777	anal wing cell	skos:exactMatch	atlas:cup	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004781	first basal wing cell	skos:exactMatch	atlas:br	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004783	haltere	skos:exactMatch	atlas:halter	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004783	haltere	semapv:crossSpeciesExactMatch	UBERON:0000987	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004788	adult external abdomen	semapv:crossSpeciesExactMatch	UBERON:6004788	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004792	abdominal tergite 3	skos:exactMatch	atlas:tergite%203	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004793	abdominal tergite 4	skos:exactMatch	atlas:tergite%204	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004794	abdominal tergite 5	skos:exactMatch	atlas:tergite%205	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004795	abdominal tergite 6	skos:exactMatch	atlas:tergite%206	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004800	abdominal sternite 2	skos:exactMatch	atlas:sternite%202	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004801	abdominal sternite 3	skos:exactMatch	atlas:sternite%203	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004802	abdominal sternite 4	skos:exactMatch	atlas:sternite%204	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004803	abdominal sternite 5	skos:exactMatch	atlas:sternite%205	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004814	adult abdominal spiracle	skos:exactMatch	atlas:abdominal%20spiracles	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004823	analia	semapv:crossSpeciesExactMatch	UBERON:6004823	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004824	female analia	semapv:crossSpeciesExactMatch	UBERON:6004824	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004825	male analia	semapv:crossSpeciesExactMatch	UBERON:6004825	semapv:ManualMappingCuration	obo:uberon.owl	2024-07-12	
FBbt:00004829	terminalia	skos:exactMatch	atlas:terminalia	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004839	epandrium	skos:exactMatch	atlas:epandrium	semapv:ManualMappingCuration		2024-07-11	
FBbt:00004843	surstylus	skos:exactMatch	atlas:surstylus	semapv:ManualMappingCuration		2024-07-11	
