np_type	FBbt_id	FBbt_name	pub	comment	specificity	notes	notes_2
LHPV5l1	FBbt:00051522	adult lateral horn PV5l1 neuron					
LHPV5m1	FBbt:00051596	adult lateral horn PV5m1 neuron					
LHPV6a1	FBbt:00049420	adult lateral horn PV6a1 neuron					
LHPV6a10	FBbt:00051803	adult lateral horn PV6a10 neuron					
LHPV6a11_a	FBbt:00051804	adult lateral horn PV6a11 neuron					
LHPV6a11_b	FBbt:00051804	adult lateral horn PV6a11 neuron					
LHPV6a2_a	FBbt:00051805	adult lateral horn PV6a2 neuron					
LHPV6a2_b	FBbt:00051805	adult lateral horn PV6a2 neuron					
LHPV6a3_a	FBbt:00049421	adult lateral horn PV6a3 neuron					
LHPV6a3_b	FBbt:00049421	adult lateral horn PV6a3 neuron					
LHPV6a4_a	FBbt:00051806	adult lateral horn PV6a4 neuron					
LHPV6a4_b	FBbt:00051806	adult lateral horn PV6a4 neuron					
LHPV6a4_c	FBbt:00051806	adult lateral horn PV6a4 neuron					
LHPV6a5	FBbt:00051807	adult lateral horn PV6a5 neuron					
LHPV6a6_a	FBbt:00051808	adult lateral horn PV6a6 neuron					
LHPV6a6_b	FBbt:00051808	adult lateral horn PV6a6 neuron					
LHPV6a7	FBbt:00051809	adult lateral horn PV6a7 neuron					
LHPV6a8	FBbt:00051810	adult lateral horn PV6a8 neuron					
LHPV6a9_a	FBbt:00051811	adult lateral horn PV6a9 neuron					
LHPV6a9_b	FBbt:00051811	adult lateral horn PV6a9 neuron					
LHPV6b1	FBbt:00051812	adult lateral horn PV6b1 neuron					
LHPV6c1	FBbt:00049422	adult lateral horn PV6c1 neuron					
LHPV6c2	FBbt:00051813	adult lateral horn PV6c2 neuron					
LHPV6d1	FBbt:00051814	adult lateral horn PV6d1 neuron					
LHPV6e1	FBbt:00051815	adult lateral horn PV6e1 neuron					
LHPV6f1	FBbt:00049709	adult lateral horn PV6f1 neuron					
LHPV6f2_a	FBbt:00051816	adult lateral horn PV6f2 neuron					
LHPV6f2_b	FBbt:00051816	adult lateral horn PV6f2 neuron					
LHPV6f2_c	FBbt:00051816	adult lateral horn PV6f2 neuron					
LHPV6f3_a	FBbt:00051817	adult lateral horn PV6f3 neuron					
LHPV6f3_b	FBbt:00051817	adult lateral horn PV6f3 neuron					
LHPV6f3_c	FBbt:00051817	adult lateral horn PV6f3 neuron					
LHPV6f3_d	FBbt:00051817	adult lateral horn PV6f3 neuron					
LHPV6f3_e	FBbt:00051817	adult lateral horn PV6f3 neuron					
LHPV6f4_a	FBbt:00051818	adult lateral horn PV6f4 neuron					
LHPV6f4_b	FBbt:00051818	adult lateral horn PV6f4 neuron					
LHPV6f5	FBbt:00051819	adult lateral horn PV6f5 neuron					
LHPV6f6	FBbt:00051820	adult lateral horn PV6f6 neuron					
LHPV6f7	FBbt:00051821	adult lateral horn PV6f7 neuron					
LHPV6g1	FBbt:00049711	adult lateral horn PV6g1 neuron					
LHPV6h1_a	FBbt:00049710	adult lateral horn PV6h1 neuron					
LHPV6h1_b	FBbt:00049710	adult lateral horn PV6h1 neuron					
LHPV6h2	FBbt:00051822	adult lateral horn PV6h2 neuron					
LHPV6h3	FBbt:00051823	adult lateral horn PV6h3 neuron					
LHPV6i1_a	FBbt:00051824	adult lateral horn PV6i1 neuron					
LHPV6i1_b	FBbt:00051824	adult lateral horn PV6i1 neuron					
LHPV6i2_a	FBbt:00051825	adult lateral horn PV6i2 neuron					
LHPV6i2_b	FBbt:00051825	adult lateral horn PV6i2 neuron					
LHPV6i3	FBbt:00051826	adult lateral horn PV6i3 neuron					
LHPV6i4	FBbt:00051827	adult lateral horn PV6i4 neuron					
LHPV6j1	FBbt:00051828	adult lateral horn PV6j1 neuron					
LHPV6k1	FBbt:00051829	adult lateral horn PV6k1 neuron					
LHPV6k2	FBbt:00049712	adult lateral horn PV6k2 neuron					
LHPV6l1	FBbt:00051830	adult lateral horn PV6l1 neuron					
LHPV6l2	FBbt:00051831	adult lateral horn PV6l2 neuron					
LHPV6m1	FBbt:00051832	adult lateral horn PV6m1 neuron					
LHPV6n1	FBbt:00059212	adult lateral horn PV6 neuron			general_term		
LHPV6o1	FBbt:00049713	adult lateral horn PV6o1 neuron					
LHPV6p1	FBbt:00051833	adult lateral horn PV6p1 neuron					
LHPV6q1	FBbt:00051834	adult lateral horn PV6q1 neuron					
LHPV7a1	FBbt:00051835	adult lateral horn PV7a1 neuron					
LHPV7a2	FBbt:00049714	adult lateral horn PV7a2 neuron					
LHPV7b1	FBbt:00051836	adult lateral horn PV7b1 neuron					
LHPV7c1	FBbt:00049793	adult lateral horn PV7c1 neuron					
LHPV8a1	FBbt:00051837	adult lateral horn PV8a1 neuron					
LHPV8b1	FBbt:00051838	adult lateral horn PV8b1 neuron					
LHPV8c1	FBbt:00051839	adult lateral horn PV8c1 neuron					
LHPV8d1	FBbt:00051840	adult lateral horn PV8d1 neuron					
LHPV9b1	FBbt:00051841	adult lateral horn PV9b1 neuron					
Li11	FBbt:00003882	lobula intrinsic neuron			general_term		
Li12	FBbt:00003882	lobula intrinsic neuron			general_term		
Li13	FBbt:00003882	lobula intrinsic neuron			general_term		
Li14	FBbt:00003882	lobula intrinsic neuron			general_term		
Li15	FBbt:00003882	lobula intrinsic neuron			general_term		
Li16	FBbt:00003882	lobula intrinsic neuron			general_term		
Li17	FBbt:00003882	lobula intrinsic neuron			general_term		
Li18	FBbt:00003882	lobula intrinsic neuron			general_term		
Li19	FBbt:00003882	lobula intrinsic neuron			general_term		
Li20	FBbt:00003882	lobula intrinsic neuron			general_term		
lLN1_a	FBbt:00007395	adult antennal lobe local neuron lLN1	FlyBase:FBrf0249560				
lLN1_b	FBbt:00007395	adult antennal lobe local neuron lLN1	FlyBase:FBrf0249560				
lLN1_c	FBbt:00007395	adult antennal lobe local neuron lLN1	FlyBase:FBrf0249560				
lLN10	FBbt:20003744	adult antennal lobe local neuron lLN10	FlyBase:FBrf0246888				
lLN11	FBbt:20003745	adult antennal lobe local neuron lLN11	FlyBase:FBrf0246888				
lLN12A	FBbt:20003746	adult antennal lobe local neuron lLN12A	FlyBase:FBrf0246888				
lLN12B	FBbt:20003747	adult antennal lobe local neuron lLN12B	FlyBase:FBrf0246888				
lLN13	FBbt:20003748	adult antennal lobe local neuron lLN13	FlyBase:FBrf0246888				
lLN14	FBbt:20003749	adult antennal lobe local neuron lLN14	FlyBase:FBrf0246888				
lLN15	FBbt:20003750	adult antennal lobe local neuron lLN15	FlyBase:FBrf0246888				
lLN16A	FBbt:20003751	adult antennal lobe local neuron lLN16A	FlyBase:FBrf0246888				
lLN16B	FBbt:20003752	adult antennal lobe local neuron lLN16B	FlyBase:FBrf0246888				
lLN17	FBbt:20003753	adult antennal lobe local neuron lLN17	FlyBase:FBrf0246888				
lLN2F_a	FBbt:00049812	adult antennal lobe local neuron lLN2F	FlyBase:FBrf0246888				
lLN2F_b	FBbt:00049812	adult antennal lobe local neuron lLN2F	FlyBase:FBrf0246888				
lLN2P_a	FBbt:00049813	adult antennal lobe local neuron lLN2P	FlyBase:FBrf0246888				
lLN2P_b	FBbt:00049813	adult antennal lobe local neuron lLN2P	FlyBase:FBrf0246888				
lLN2P_c	FBbt:00049813	adult antennal lobe local neuron lLN2P	FlyBase:FBrf0246888				
lLN2R_a	FBbt:00049814	adult antennal lobe local neuron lLN2R	FlyBase:FBrf0246888				
lLN2R_b	FBbt:00049814	adult antennal lobe local neuron lLN2R	FlyBase:FBrf0246888				
lLN2S	FBbt:00049815	adult antennal lobe local neuron lLN2S	FlyBase:FBrf0246888				
lLN2T_a	FBbt:00049816	adult antennal lobe local neuron lLN2T	FlyBase:FBrf0246888				
lLN2T_b	FBbt:00049816	adult antennal lobe local neuron lLN2T	FlyBase:FBrf0246888				
lLN2T_c	FBbt:00049816	adult antennal lobe local neuron lLN2T	FlyBase:FBrf0246888				
lLN2T_d	FBbt:00049816	adult antennal lobe local neuron lLN2T	FlyBase:FBrf0246888				
lLN2T_e	FBbt:00049816	adult antennal lobe local neuron lLN2T	FlyBase:FBrf0246888				
lLN7	FBbt:20003741	adult antennal lobe local neuron lLN7	FlyBase:FBrf0246888				
lLN8	FBbt:20003742	adult antennal lobe local neuron lLN8	FlyBase:FBrf0246888				
lLN9	FBbt:20003743	adult antennal lobe local neuron lLN9	FlyBase:FBrf0246888				
LLPC1	FBbt:00058227	lobula-lobula plate columnar neuron LLPC1					
LLPC2a	FBbt:00003881	lobula-lobula plate columnar neuron LLPC			general_term		
LLPC2b	FBbt:00003881	lobula-lobula plate columnar neuron LLPC			general_term		
LLPC2c	FBbt:00003881	lobula-lobula plate columnar neuron LLPC			general_term		
LLPC2d	FBbt:00003881	lobula-lobula plate columnar neuron LLPC			general_term		
LLPC3	FBbt:00003881	lobula-lobula plate columnar neuron LLPC			general_term		
LNd	FBbt:00004045	LNd neuron					
LNO1	FBbt:00049136	adult lateral accessory lobe-ipsilateral nodulus 2 neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.			
LNO2	FBbt:00051251	adult lateral accessory lobe-wedge-ipsilateral nodulus 2 neuron					
LNO3	FBbt:00051250	adult lateral accessory lobe-contralateral nodulus 2 neuron					
LNOa	FBbt:00049137	adult lateral accessory lobe-anterior nodulus 3 neuron	FlyBase:FBrf0240744	Mapping aided by personal communication from Tanya Wolff.		TW to revisit?	
LPC1	FBbt:00111767	lobula plate columnar neuron LPC1					
LPC2	FBbt:00111766	lobula plate columnar neuron			general_term		
LPLC1	FBbt:00111762	lobula plate-lobula columnar neuron LPLC1					
LPLC2	FBbt:00111763	lobula plate-lobula columnar neuron LPLC2					
LPLC4	FBbt:00111765	lobula plate-lobula columnar neuron LPLC4					
LPN	FBbt:00007432	adult LP neuron					
LPsP	FBbt:00111382	adult lateral accessory lobe-posterior slope-protocerebral bridge neuron	FlyBase:FBrf0240744				
LT1	FBbt:00003860	lobula tangential neuron LT1					
LT11	FBbt:00100487	lobula tangential neuron LT11					
LT33	FBbt:00049516	lobula tangential neuron LT33					
LT34	FBbt:00003859	lobula tangential neuron			general_term		
LT35	FBbt:00003859	lobula tangential neuron			general_term		
LT36	FBbt:00003859	lobula tangential neuron			general_term		
LT37	FBbt:00003859	lobula tangential neuron			general_term		
LT38	FBbt:00003859	lobula tangential neuron			general_term		
LT39	FBbt:00003859	lobula tangential neuron			general_term		
LT40	FBbt:00003859	lobula tangential neuron			general_term		
LT41	FBbt:00003859	lobula tangential neuron			general_term		
LT42	FBbt:00003859	lobula tangential neuron			general_term		
LT43	FBbt:00003859	lobula tangential neuron			general_term		
LT44a	FBbt:00003859	lobula tangential neuron			general_term		
LT44b	FBbt:00003859	lobula tangential neuron			general_term		
LT45	FBbt:00003859	lobula tangential neuron			general_term		
LT46	FBbt:00003859	lobula tangential neuron			general_term		
LT47	FBbt:00003859	lobula tangential neuron			general_term		
LT51	FBbt:00049861	lobula tangential neuron LT51					
LT52	FBbt:00003859	lobula tangential neuron			general_term		
LT53	FBbt:00003859	lobula tangential neuron			general_term		
LT54	FBbt:00003859	lobula tangential neuron			general_term		
LT55	FBbt:00003859	lobula tangential neuron			general_term		
LT56	FBbt:00003859	lobula tangential neuron			general_term		
LT57	FBbt:00003859	lobula tangential neuron			general_term		
LT58	FBbt:00003859	lobula tangential neuron			general_term		
LT59	FBbt:00003859	lobula tangential neuron			general_term		
LT60	FBbt:00003859	lobula tangential neuron			general_term		
LT61	FBbt:00003859	lobula tangential neuron			general_term		
LT62	FBbt:00003859	lobula tangential neuron			general_term		
LT63	FBbt:00003859	lobula tangential neuron			general_term		
LT64	FBbt:00003859	lobula tangential neuron			general_term		
LT65	FBbt:00003859	lobula tangential neuron			general_term		
LT66	FBbt:00003859	lobula tangential neuron			general_term		
LT67	FBbt:00003859	lobula tangential neuron			general_term		
LT68	FBbt:00003859	lobula tangential neuron			general_term		
LT69	FBbt:00003859	lobula tangential neuron			general_term		
LT70	FBbt:00003859	lobula tangential neuron			general_term		
LT71	FBbt:00003859	lobula tangential neuron			general_term		
LT72	FBbt:00003859	lobula tangential neuron			general_term		
LT73	FBbt:00003859	lobula tangential neuron			general_term		
LT74	FBbt:00003859	lobula tangential neuron			general_term		
LT75	FBbt:00003859	lobula tangential neuron			general_term		
LT76	FBbt:00003859	lobula tangential neuron			general_term		
LT77	FBbt:00003859	lobula tangential neuron			general_term		
LT78	FBbt:00003859	lobula tangential neuron			general_term		
LT79	FBbt:00003859	lobula tangential neuron			general_term		
LT80	FBbt:00003859	lobula tangential neuron			general_term		
LT81	FBbt:00003859	lobula tangential neuron			general_term		
LT82a	FBbt:00003859	lobula tangential neuron			general_term		
LT82b	FBbt:00003859	lobula tangential neuron			general_term		
LT83	FBbt:00003859	lobula tangential neuron			general_term		
LT84	FBbt:00003859	lobula tangential neuron			general_term		
LT85	FBbt:00003859	lobula tangential neuron			general_term		
LT86	FBbt:00003859	lobula tangential neuron			general_term		
LT87	FBbt:00003859	lobula tangential neuron			general_term		
M_adPNm3	FBbt:20003789	adult multiglomerular antennal lobe projection neuron type 3 adPN	FlyBase:FBrf0246888				
M_adPNm4	FBbt:20003790	adult multiglomerular antennal lobe projection neuron type 4 adPN	FlyBase:FBrf0246888				
M_adPNm5	FBbt:20003791	adult multiglomerular antennal lobe projection neuron type 5 adPN	FlyBase:FBrf0246888				
M_adPNm6	FBbt:20003792	adult multiglomerular antennal lobe projection neuron type 6 adPN	FlyBase:FBrf0246888				
M_adPNm7	FBbt:20003793	adult multiglomerular antennal lobe projection neuron type 7 adPN	FlyBase:FBrf0246888				
M_adPNm8	FBbt:20003794	adult multiglomerular antennal lobe projection neuron type 8 adPN	FlyBase:FBrf0246888				
M_ilPN8t91	FBbt:00049917	adult antennal lobe projection neuron DA2++ ilPN	FlyBase:FBrf0246456				
M_ilPNm90	FBbt:00049917	adult antennal lobe projection neuron DA2++ ilPN	FlyBase:FBrf0249560			Schlegel et al. (2021) say this is the same type as M_ilPN8t91	
M_imPNl92	FBbt:00047723	lateral antennal lobe tract projection neuron 3	FlyBase:FBrf0246460				
M_l2PN10t19	FBbt:20003795	adult multiglomerular antennal lobe projection neuron type 19 l2PN	FlyBase:FBrf0246888			2 (hemibrain) cells with different FBbt (Marin) types, look like different types in neuprint	
M_l2PN3t18	FBbt:00049759	adult antennal lobe projection neuron VM6++ l2PN 1	FlyBase:FBrf0246456				
M_l2PNl20	FBbt:20003796	adult multiglomerular antennal lobe projection neuron type 20 l2PN	FlyBase:FBrf0246888				
M_l2PNl21	FBbt:20003797	adult multiglomerular antennal lobe projection neuron type 21 l2PN	FlyBase:FBrf0246888				
M_l2PNl22	FBbt:20003798	adult multiglomerular antennal lobe projection neuron type 22 l2PN	FlyBase:FBrf0246888				
M_l2PNl23	FBbt:00049755	adult antennal lobe projection neuron VP1m++ l2PN	FlyBase:FBrf0246456				
M_l2PNm14	FBbt:20003799	adult multiglomerular antennal lobe projection neuron type 14 l2PN	FlyBase:FBrf0246888				
M_l2PNm15	FBbt:20003800	adult multiglomerular antennal lobe projection neuron type 15 l2PN	FlyBase:FBrf0246888				
M_l2PNm16	FBbt:20003801	adult multiglomerular antennal lobe projection neuron type 16 l2PN	FlyBase:FBrf0246888				
M_l2PNm17	FBbt:00049726	adult antennal lobe projection neuron VP5+ l2PN	FlyBase:FBrf0246456				
M_lPNm11A	FBbt:00049725	adult antennal lobe projection neuron VP4++ lPN	FlyBase:FBrf0246456				
M_lPNm11B	FBbt:00049754	adult antennal lobe projection neuron VP1l++ lPN	FlyBase:FBrf0246456				
M_lPNm11C	FBbt:20003802	adult multiglomerular antennal lobe projection neuron type 11C lPN	FlyBase:FBrf0246888				
M_lPNm11D	FBbt:00049753	adult antennal lobe projection neuron VP1d++ lPN 1	FlyBase:FBrf0246456				
M_lPNm12	FBbt:20003803	adult multiglomerular antennal lobe projection neuron type 12 lPN	FlyBase:FBrf0246888				
M_lPNm13	FBbt:20003804	adult multiglomerular antennal lobe projection neuron type 13 lPN	FlyBase:FBrf0246888				
M_lv2PN9t49	FBbt:00049746	adult antennal lobe projection neuron VP2++ lv2PN	FlyBase:FBrf0246456		parent_term		only one of two hemibrain cells mapped
M_lvPNm24	FBbt:20003805	adult multiglomerular antennal lobe projection neuron type 24 lvPN	FlyBase:FBrf0246888				
M_lvPNm25	FBbt:20003806	adult multiglomerular antennal lobe projection neuron type 25 lvPN	FlyBase:FBrf0246888				
M_lvPNm26	FBbt:20003807	adult multiglomerular antennal lobe projection neuron type 26 lvPN	FlyBase:FBrf0246888				
M_lvPNm27	FBbt:20003808	adult multiglomerular antennal lobe projection neuron type 27 lvPN	FlyBase:FBrf0246888				
M_lvPNm28	FBbt:20003809	adult multiglomerular antennal lobe projection neuron type 28 lvPN	FlyBase:FBrf0246888				
M_lvPNm29	FBbt:20003810	adult multiglomerular antennal lobe projection neuron type 29 lvPN	FlyBase:FBrf0246888				
M_lvPNm30	FBbt:20003811	adult multiglomerular antennal lobe projection neuron type 30 lvPN	FlyBase:FBrf0246888				
M_lvPNm31	FBbt:20003812	adult multiglomerular antennal lobe projection neuron type 31 lvPN	FlyBase:FBrf0246888				
M_lvPNm32	FBbt:20003813	adult multiglomerular antennal lobe projection neuron type 32 lvPN	FlyBase:FBrf0246888				
M_lvPNm33	FBbt:20003814	adult multiglomerular antennal lobe projection neuron type 33 lvPN	FlyBase:FBrf0246888				
M_lvPNm34	FBbt:20003815	adult multiglomerular antennal lobe projection neuron type 34 lvPN	FlyBase:FBrf0246888				
M_lvPNm35	FBbt:20003816	adult multiglomerular antennal lobe projection neuron type 35 lvPN	FlyBase:FBrf0246888				
M_lvPNm36	FBbt:00049738	adult antennal lobe projection neuron VP1l+ lvPN 2	FlyBase:FBrf0246456				
M_lvPNm37	FBbt:20003817	adult multiglomerular antennal lobe projection neuron type 37 lvPN	FlyBase:FBrf0246888				
M_lvPNm38	FBbt:00049762	adult antennal lobe projection neuron VM6+ lvPN 2	FlyBase:FBrf0246456				
M_lvPNm39	FBbt:20003818	adult multiglomerular antennal lobe projection neuron type 39 lvPN	FlyBase:FBrf0246888				
M_lvPNm40	FBbt:20003819	adult multiglomerular antennal lobe projection neuron type 40 lvPN	FlyBase:FBrf0246888				
M_lvPNm41	FBbt:20003820	adult multiglomerular antennal lobe projection neuron type 41 lvPN	FlyBase:FBrf0246888				
M_lvPNm42	FBbt:20003821	adult multiglomerular antennal lobe projection neuron type 42 lvPN	FlyBase:FBrf0246888				
M_lvPNm43	FBbt:20003822	adult multiglomerular antennal lobe projection neuron type 43 lvPN	FlyBase:FBrf0246888				
M_lvPNm44	FBbt:20003823	adult multiglomerular antennal lobe projection neuron type 44 lvPN	FlyBase:FBrf0246888				
M_lvPNm45	FBbt:20003824	adult antennal lobe projection neuron DA1 lvPN	FlyBase:FBrf0246888				
M_lvPNm46	FBbt:20003825	adult multiglomerular antennal lobe projection neuron type 46 lvPN	FlyBase:FBrf0246888				
M_lvPNm47	FBbt:20003826	adult multiglomerular antennal lobe projection neuron type 47 lvPN	FlyBase:FBrf0246888				
M_lvPNm48	FBbt:00049742	adult antennal lobe projection neuron VP2+VP5 lvPN	FlyBase:FBrf0246456				
M_smPN6t2	FBbt:00049757	adult antennal lobe projection neuron VP1m++ smPN	FlyBase:FBrf0246456				
M_smPNm1	FBbt:00049747	adult antennal lobe projection neuron VP3+ smPN	FlyBase:FBrf0246456				
M_spPN4t9	FBbt:00051065	adult multiglomerular antennal lobe projection neuron spPN t4ALT	FlyBase:FBrf0246888				
M_spPN5t10	FBbt:00051066	adult multiglomerular antennal lobe projection neuron spPN t5ALT	FlyBase:FBrf0246888				
M_vPNml50	FBbt:20003827	adult multiglomerular antennal lobe projection neuron type 50 vPN	FlyBase:FBrf0246888				
M_vPNml51	FBbt:20003828	adult multiglomerular antennal lobe projection neuron type 51 vPN	FlyBase:FBrf0246888				
M_vPNml52	FBbt:20003829	adult multiglomerular antennal lobe projection neuron type 52 vPN	FlyBase:FBrf0246888				
M_vPNml53	FBbt:20003830	adult multiglomerular antennal lobe projection neuron type 53 vPN	FlyBase:FBrf0246888				
M_vPNml54	FBbt:20003831	adult multiglomerular antennal lobe projection neuron type 54 vPN	FlyBase:FBrf0246888				
M_vPNml55	FBbt:20003832	adult multiglomerular antennal lobe projection neuron type 55 vPN	FlyBase:FBrf0246888				
M_vPNml56	FBbt:20003833	adult multiglomerular antennal lobe projection neuron type 56 vPN	FlyBase:FBrf0246888				
M_vPNml57	FBbt:20003834	adult multiglomerular antennal lobe projection neuron type 57 vPN	FlyBase:FBrf0246888				
M_vPNml58	FBbt:20003835	adult multiglomerular antennal lobe projection neuron type 58 vPN	FlyBase:FBrf0246888				
M_vPNml59	FBbt:20003836	adult multiglomerular antennal lobe projection neuron type 59 vPN	FlyBase:FBrf0246888				
M_vPNml60	FBbt:00049748	adult antennal lobe projection neuron VP1d++ vPN	FlyBase:FBrf0246456				
M_vPNml61	FBbt:20003837	adult multiglomerular antennal lobe projection neuron type 61 vPN	FlyBase:FBrf0246888				
M_vPNml62	FBbt:00049750	adult antennal lobe projection neuron VP1m+VP1d vPN	FlyBase:FBrf0246456				
M_vPNml63	FBbt:20003838	adult multiglomerular antennal lobe projection neuron type 63 vPN	FlyBase:FBrf0246888				
M_vPNml64	FBbt:20003839	adult multiglomerular antennal lobe projection neuron type 64 vPN	FlyBase:FBrf0246888				
M_vPNml65	FBbt:20003840	adult multiglomerular antennal lobe projection neuron type 65 vPN	FlyBase:FBrf0246888				
M_vPNml66	FBbt:20003841	adult multiglomerular antennal lobe projection neuron type 66 vPN	FlyBase:FBrf0246888				
M_vPNml67	FBbt:20003842	adult multiglomerular antennal lobe projection neuron type 67 vPN	FlyBase:FBrf0246888				
M_vPNml68	FBbt:20003843	adult multiglomerular antennal lobe projection neuron type 68 vPN	FlyBase:FBrf0246888				
M_vPNml69	FBbt:20003844	adult multiglomerular antennal lobe projection neuron type 69 vPN	FlyBase:FBrf0246888				
M_vPNml70	FBbt:20003845	adult multiglomerular antennal lobe projection neuron type 70 vPN	FlyBase:FBrf0246888				
M_vPNml71	FBbt:20003846	adult multiglomerular antennal lobe projection neuron type 71 vPN	FlyBase:FBrf0246888				
M_vPNml72	FBbt:20003847	adult multiglomerular antennal lobe projection neuron type 72 vPN	FlyBase:FBrf0246888				
M_vPNml73	FBbt:20003848	adult multiglomerular antennal lobe projection neuron type 73 vPN	FlyBase:FBrf0246888				
M_vPNml74	FBbt:20003849	adult multiglomerular antennal lobe projection neuron type 74 vPN	FlyBase:FBrf0246888				
M_vPNml75	FBbt:20003850	adult multiglomerular antennal lobe projection neuron type 75 vPN	FlyBase:FBrf0246888				
M_vPNml76	FBbt:20003851	adult multiglomerular antennal lobe projection neuron type 76 vPN	FlyBase:FBrf0246888				
M_vPNml77	FBbt:20003852	adult multiglomerular antennal lobe projection neuron type 77 vPN	FlyBase:FBrf0246888				
M_vPNml78	FBbt:20003853	adult multiglomerular antennal lobe projection neuron type 78 vPN	FlyBase:FBrf0246888				
M_vPNml79	FBbt:20003854	adult multiglomerular antennal lobe projection neuron type 79 vPN	FlyBase:FBrf0246888				
M_vPNml80	FBbt:20003855	adult multiglomerular antennal lobe projection neuron type 80 vPN	FlyBase:FBrf0246888				
M_vPNml81	FBbt:20003856	adult multiglomerular antennal lobe projection neuron type 81 vPN	FlyBase:FBrf0246888				
M_vPNml82	FBbt:20003857	adult multiglomerular antennal lobe projection neuron type 82 vPN	FlyBase:FBrf0246888				
M_vPNml83	FBbt:20003858	adult multiglomerular antennal lobe projection neuron type 83 vPN	FlyBase:FBrf0246888				
M_vPNml84	FBbt:20003859	adult multiglomerular antennal lobe projection neuron type 84 vPN	FlyBase:FBrf0246888				
M_vPNml85	FBbt:20003860	adult multiglomerular antennal lobe projection neuron type 85 vPN	FlyBase:FBrf0246888				
M_vPNml86	FBbt:20003861	adult multiglomerular antennal lobe projection neuron type 86 vPN	FlyBase:FBrf0246888				
M_vPNml87	FBbt:20003862	adult multiglomerular antennal lobe projection neuron type 87 vPN	FlyBase:FBrf0246888				
M_vPNml88	FBbt:20003863	adult multiglomerular antennal lobe projection neuron type 88 vPN	FlyBase:FBrf0246888				
M_vPNml89	FBbt:20003864	adult multiglomerular antennal lobe projection neuron type 89 vPN	FlyBase:FBrf0246888				
mAL1						?	mediodorsal AL neuron? Scheffer2020
mAL2A						?	mediodorsal AL neuron? Scheffer2020
mAL2B						?	mediodorsal AL neuron? Scheffer2020
mAL3A						?	mediodorsal AL neuron? Scheffer2020
mAL3B						?	mediodorsal AL neuron? Scheffer2020
mAL4						?	mediodorsal AL neuron? Scheffer2020
mAL5A						?	mediodorsal AL neuron? Scheffer2020
mAL5B						?	mediodorsal AL neuron? Scheffer2020
mAL6						?	mediodorsal AL neuron? Scheffer2020
mALB1						?	mediodorsal AL neuron? Scheffer2020
mALB2						?	mediodorsal AL neuron? Scheffer2020
mALB3						?	mediodorsal AL neuron? Scheffer2020
mALB4						?	mediodorsal AL neuron? Scheffer2020
mALB5						?	mediodorsal AL neuron? Scheffer2020
mALC1						?	mediodorsal AL neuron? Scheffer2020
mALC2						?	mediodorsal AL neuron? Scheffer2020
mALC3						?	mediodorsal AL neuron? Scheffer2020
mALC4						?	mediodorsal AL neuron? Scheffer2020
mALC5						?	mediodorsal AL neuron? Scheffer2020
mALC6						?	mediodorsal AL neuron? Scheffer2020
mALD1	FBbt:00051246	adult mediodorsal antennal lobe neuron D1	doi:10.1101/2020.12.08.413955				
mALD2						?	mediodorsal AL neuron? Scheffer2020
mALD3						?	mediodorsal AL neuron? Scheffer2020
mALD4						?	mediodorsal AL neuron? Scheffer2020
MB-C1	FBbt:00100226	mushroom body calyx arborizing neuron 1					
MBON01	FBbt:00100234	mushroom body output neuron 1					
MBON02	FBbt:00111012	mushroom body output neuron 2					
MBON03	FBbt:00100232	mushroom body output neuron 3					
MBON04	FBbt:00111014	mushroom body output neuron 4					
MBON05	FBbt:00111004	mushroom body output neuron 5					
MBON06	FBbt:00100242	mushroom body output neuron 6					
MBON07	FBbt:00111005	mushroom body output neuron 7					
MBON09	FBbt:00111007	mushroom body output neuron 9					
MBON10	FBbt:00111008	mushroom body output neuron 10					
MBON11	FBbt:00100246	mushroom body output neuron 11					
MBON12	FBbt:00111009	mushroom body output neuron 12					
MBON13	FBbt:00100239	mushroom body output neuron 13					
MBON14	FBbt:00100238	mushroom body output neuron 14					
MBON15	FBbt:00111010	mushroom body output neuron 15					
MBON15-like	FBbt:00111010	mushroom body output neuron 15	doi:10.1101/2020.08.29.273276		parent_term		
MBON16	FBbt:00111063	mushroom body output neuron 16					
MBON17	FBbt:00111064	mushroom body output neuron 17					
MBON17-like	FBbt:00111064	mushroom body output neuron 17	doi:10.1101/2020.08.29.273276		parent_term		
MBON18	FBbt:00110101	mushroom body output neuron 18					
MBON19	FBbt:00111011	mushroom body output neuron 19					
MBON20	FBbt:00111013	mushroom body output neuron 20					
MBON21	FBbt:00111046	mushroom body output neuron 21					
MBON22	FBbt:00100240	mushroom body output neuron 22					
MBON23	FBbt:00049113	mushroom body output neuron 23					
MBON24	FBbt:00049844	mushroom body output neuron 24					
MBON25	FBbt:00049845	mushroom body output neuron 25					
MBON26	FBbt:00049846	mushroom body output neuron 26					
MBON27	FBbt:00049847	mushroom body output neuron 27					
MBON28	FBbt:00049848	mushroom body output neuron 28					
MBON29	FBbt:00049849	mushroom body output neuron 29					
MBON30	FBbt:00049850	mushroom body output neuron 30					
MBON31	FBbt:00049851	mushroom body output neuron 31					
MBON32	FBbt:00049852	mushroom body output neuron 32					
MBON33	FBbt:00049853	mushroom body output neuron 33					
MBON34	FBbt:00049854	mushroom body output neuron 34					
MBON35	FBbt:00049855	mushroom body output neuron 35					
