primary_type	specificity	FBbt_id	FBbt_name	references
M_vPNml51		FBbt:20003828	adult multiglomerular antennal lobe projection neuron type 51 vPN	
M_vPNml53		FBbt:20003830	adult multiglomerular antennal lobe projection neuron type 53 vPN	
M_vPNml54		FBbt:20003831	adult multiglomerular antennal lobe projection neuron type 54 vPN	
M_vPNml55		FBbt:20003832	adult multiglomerular antennal lobe projection neuron type 55 vPN	
M_vPNml57		FBbt:20003834	adult multiglomerular antennal lobe projection neuron type 57 vPN	
M_vPNml60		FBbt:00049748	adult antennal lobe projection neuron VP1d++ vPN	
M_vPNml62		FBbt:00049750	adult antennal lobe projection neuron VP1m+VP1d vPN	
M_vPNml63		FBbt:20003838	adult multiglomerular antennal lobe projection neuron type 63 vPN	
M_vPNml64		FBbt:20003839	adult multiglomerular antennal lobe projection neuron type 64 vPN	
M_vPNml65		FBbt:20003840	adult multiglomerular antennal lobe projection neuron type 65 vPN	
M_vPNml67		FBbt:20003842	adult multiglomerular antennal lobe projection neuron type 67 vPN	
M_vPNml68		FBbt:20003843	adult multiglomerular antennal lobe projection neuron type 68 vPN	
M_vPNml69		FBbt:20003844	adult multiglomerular antennal lobe projection neuron type 69 vPN	
M_vPNml72		FBbt:20003847	adult multiglomerular antennal lobe projection neuron type 72 vPN	
M_vPNml80		FBbt:20003855	adult multiglomerular antennal lobe projection neuron type 80 vPN	
M_vPNml84		FBbt:20003859	adult multiglomerular antennal lobe projection neuron type 84 vPN	
mAL	parent_term	FBbt:00049451	adult mAL-PN lateral horn input neuron	
mALB1	general_term	FBbt:00052046	adult interneuron	
mALB2	general_term	FBbt:00052046	adult interneuron	
mALB3	general_term	FBbt:00052046	adult interneuron	
mALB4	general_term	FBbt:00052046	adult interneuron	
mALB5	general_term	FBbt:00052046	adult interneuron	
mALC3		FBbt:20011424	adult lobula visual centrifugal neuron LoVC21	
mALC4		FBbt:20011421	adult lobula visual centrifugal neuron LoVC14	
mALC5		FBbt:20011493	adult visual centrifugal neuron OLVC2	
mALC6		FBbt:20011425	adult lobula visual centrifugal neuron LoVC23	
mALD1		FBbt:00051246	adult mediodorsal antennal lobe neuron D1	
mALD2		FBbt:20011423	adult lobula visual centrifugal neuron LoVC20	
mALD3	general_term	FBbt:00052046	adult interneuron	
mALD4	general_term	FBbt:00052046	adult interneuron	
MB-C1		FBbt:00100226	mushroom body calyx arborizing neuron 1	
MBON01		FBbt:00100234	mushroom body output neuron 1	
MBON02		FBbt:00111012	mushroom body output neuron 2	
MBON03		FBbt:00100232	mushroom body output neuron 3	
MBON04		FBbt:00111014	mushroom body output neuron 4	
MBON05		FBbt:00111004	mushroom body output neuron 5	
MBON06		FBbt:00100242	mushroom body output neuron 6	
MBON07		FBbt:00111005	mushroom body output neuron 7	
MBON09		FBbt:00111007	mushroom body output neuron 9	
MBON10		FBbt:00111008	mushroom body output neuron 10	
MBON11		FBbt:00100246	mushroom body output neuron 11	
MBON12		FBbt:00111009	mushroom body output neuron 12	
MBON13		FBbt:00100239	mushroom body output neuron 13	
MBON14		FBbt:00100238	mushroom body output neuron 14	
MBON15		FBbt:00111010	mushroom body output neuron 15	
MBON15-like		FBbt:00111010	mushroom body output neuron 15	
MBON16		FBbt:00111063	mushroom body output neuron 16	
MBON17		FBbt:00111064	mushroom body output neuron 17	
MBON17-like		FBbt:00111064	mushroom body output neuron 17	
MBON18		FBbt:00110101	mushroom body output neuron 18	
MBON19		FBbt:00111011	mushroom body output neuron 19	
MBON20		FBbt:00111013	mushroom body output neuron 20	
MBON21		FBbt:00111046	mushroom body output neuron 21	
MBON22		FBbt:00100240	mushroom body output neuron 22	
MBON23		FBbt:00049113	mushroom body output neuron 23	
MBON24		FBbt:00049844	mushroom body output neuron 24	
MBON25		FBbt:00049845	mushroom body output neuron 25	
MBON26		FBbt:00049846	mushroom body output neuron 26	
MBON27		FBbt:00049847	mushroom body output neuron 27	
MBON28		FBbt:00049848	mushroom body output neuron 28	
MBON29		FBbt:00049849	mushroom body output neuron 29	
MBON30		FBbt:00049850	mushroom body output neuron 30	
MBON31		FBbt:00049851	mushroom body output neuron 31	
MBON32		FBbt:00049852	mushroom body output neuron 32	
MBON33		FBbt:00049853	mushroom body output neuron 33	
MBON35		FBbt:00049855	mushroom body output neuron 35	
MC65		FBbt:20011488	adult medulla visual projection neuron MeVP62	FlyBase:FBrf0262545
MeLp1		FBbt:20007600	adult medulla visual projection neuron MeVPLp1	FlyBase:FBrf0262545
MeLp2		FBbt:20007601	adult medulla visual projection neuron MeVPLp2	FlyBase:FBrf0262545
MeMe_e01		FBbt:20007602	adult medulla-contralateral medulla neuron MeVPMe9	FlyBase:FBrf0262545
MeMe_e02		FBbt:20007603	adult medulla visual projection neuron MeVPMe5	FlyBase:FBrf0262545
MeMe_e03		FBbt:20007604	adult medulla-contralateral medulla neuron MeVPMe6	FlyBase:FBrf0262545
MeMe_e04		FBbt:20007605	adult medulla-contralateral medulla neuron MeVPMe8	FlyBase:FBrf0262545
MeMe_e05		FBbt:20007606	adult medulla-contralateral medulla neuron MeVPMe3	FlyBase:FBrf0262545
MeMe_e06		FBbt:20007607	adult medulla-contralateral medulla neuron MeVPMe4	FlyBase:FBrf0262545
MeMe_e07		FBbt:20007608	adult medulla visual projection neuron MeVPMe2	FlyBase:FBrf0262545
MeMe_e08		FBbt:20007609	adult medulla visual projection neuron MeVPMe1	FlyBase:FBrf0262545
MeMe_e09		FBbt:20003958	adult medulla-contralateral medulla neuron MeVPMe7	FlyBase:FBrf0262545
MeMe_e10		FBbt:00052147	adult medulla-medulla neuron of dorsal rim area	FlyBase:FBrf0262545
MeMe_e11		FBbt:20004523	adult medulla visual projection neuron MeVPMe12	FlyBase:FBrf0262545
MeMe_e12		FBbt:20004313	adult medulla visual projection neuron MeVPMe13	FlyBase:FBrf0262545
MeMe_e13		FBbt:20004334	adult medulla visual projection neuron MeVPOL1	FlyBase:FBrf0262545
MeTu1		FBbt:00053508	adult medulla-tubercle neuron 1	
MeTu2a	parent_term	FBbt:00052133	adult medulla-tubercle neuron of dorsal rim area	
MeTu2b	parent_term	FBbt:00052133	adult medulla-tubercle neuron of dorsal rim area	
MeTu3a	parent_term	FBbt:00053509	adult medulla-tubercle neuron 3	
MeTu3b	parent_term	FBbt:00053509	adult medulla-tubercle neuron 3	
MeTu3c	parent_term	FBbt:00053509	adult medulla-tubercle neuron 3	
MeTu4_unknown	parent_term	FBbt:00051218	medulla columnar neuron MC64	
MeTu4a	parent_term	FBbt:00051218	medulla columnar neuron MC64	
MeTu4b	parent_term	FBbt:00051218	medulla columnar neuron MC64	
MeTu4c	parent_term	FBbt:00051218	medulla columnar neuron MC64	
MeTu4d	parent_term	FBbt:00051218	medulla columnar neuron MC64	
Mi1		FBbt:00003776	medulla intrinsic neuron Mi1	
Mi10		FBbt:00003785	medulla intrinsic neuron Mi10	
Mi13		FBbt:00111283	medulla intrinsic neuron Mi13	
Mi14		FBbt:00111284	medulla intrinsic neuron Mi14	
Mi15		FBbt:00111285	medulla intrinsic neuron Mi15	
Mi2		FBbt:00003777	medulla intrinsic neuron Mi2	
Mi4		FBbt:00003779	medulla intrinsic neuron Mi4	
Mi9		FBbt:00003784	medulla intrinsic neuron Mi9	
MLt1		FBbt:00052137	medulla-lobula neuron 1	FlyBase:FBrf0262545
MLt2		FBbt:00053502	adult medulla-lobula neuron MeLo3a	FlyBase:FBrf0262545
MLt3		FBbt:20007251	adult medulla-lobula neuron MeLo2	FlyBase:FBrf0262545
MLt4		FBbt:00053507	adult medulla-lobula neuron MeLo7	FlyBase:FBrf0262545
MLt5		FBbt:00053503	adult medulla-lobula neuron MeLo3b	FlyBase:FBrf0262545
MLt6		FBbt:00053504	adult medulla-lobula neuron MeLo4	FlyBase:FBrf0262545
MLt7		FBbt:00053506	adult medulla-lobula neuron MeLo6	FlyBase:FBrf0262545
MLt8		FBbt:00053505	adult medulla-lobula neuron MeLo5	FlyBase:FBrf0262545
MsAHN		FBbt:00052358	adult mesothoracic histaminergic neuron	
MtAHN		FBbt:00052359	adult metathoracic histaminergic neuron	
MTe01a		FBbt:20007610	adult medulla visual projection neuron MeVP6	FlyBase:FBrf0262545
MTe01b		FBbt:20007682	adult medulla tangential neuron e01b	
MTe02		FBbt:20007611	adult medulla visual projection neuron MeVP2	FlyBase:FBrf0262545
MTe03		FBbt:20007612	adult medulla visual projection neuron MeVP10	FlyBase:FBrf0262545
MTe04		FBbt:20007613	adult medulla tangential neuron e04	
MTe05		FBbt:20007614	adult medulla visual projection neuron MeVP14	FlyBase:FBrf0262545
MTe06		FBbt:20007615	adult medulla visual projection neuron MeVP15	FlyBase:FBrf0262545
MTe07		FBbt:20007616	adult medulla visual projection neuron MeVPLo2	FlyBase:FBrf0262545
MTe08		FBbt:20007617	adult medulla visual projection neuron MeVP17	FlyBase:FBrf0262545
MTe09		FBbt:20007618	adult medulla visual projection neuron MeVP16	FlyBase:FBrf0262545
MTe10		FBbt:20007619	adult medulla tangential neuron e10	
MTe11		FBbt:20007620	adult medulla visual projection neuron MeVP58	FlyBase:FBrf0262545
MTe12		FBbt:20007621	adult medulla visual projection neuron MeVP21	FlyBase:FBrf0262545
MTe13		FBbt:20007622	adult medulla visual projection neuron MeVP18	FlyBase:FBrf0262545
MTe14		FBbt:20007623	adult medulla visual projection neuron MeVP22	FlyBase:FBrf0262545
MTe15		FBbt:20007624	adult medulla visual projection neuron MeVP34	FlyBase:FBrf0262545
MTe16		FBbt:20007625	adult medulla visual projection neuron MeVP46	FlyBase:FBrf0262545
MTe17		FBbt:20007626	adult medulla tangential neuron e17	
MTe18		FBbt:20007627	adult medulla visual projection neuron MeVP23	FlyBase:FBrf0262545
MTe19		FBbt:20007628	adult medulla visual projection neuron MeVP57	FlyBase:FBrf0262545
MTe20		FBbt:20007629	adult medulla visual projection neuron MeVP39	FlyBase:FBrf0262545
MTe21		FBbt:20007630	adult medulla visual projection neuron MeVP31	FlyBase:FBrf0262545
MTe22		FBbt:20007631	adult medulla visual projection neuron MeVP30	FlyBase:FBrf0262545
MTe23		FBbt:20007632	adult medulla visual projection neuron MeVP49	FlyBase:FBrf0262545
MTe24		FBbt:20007633	adult medulla visual projection neuron MeVP35	FlyBase:FBrf0262545
MTe25		FBbt:20007634	adult medulla visual projection neuron MeVP32	FlyBase:FBrf0262545
MTe26		FBbt:20007635	adult medulla visual projection neuron MeVP33	FlyBase:FBrf0262545
MTe27		FBbt:20007636	adult medulla visual projection neuron MeVP28	FlyBase:FBrf0262545
MTe28		FBbt:20007637	adult medulla visual projection neuron MeVP29	FlyBase:FBrf0262545
MTe29		FBbt:20007638	adult medulla visual projection neuron MeVP56	FlyBase:FBrf0262545
MTe30		FBbt:20007639	adult medulla visual projection neuron MeVP41	FlyBase:FBrf0262545
MTe31		FBbt:20007640	adult medulla visual projection neuron MeVP48	FlyBase:FBrf0262545
MTe32		FBbt:20007641	adult medulla visual projection neuron MeVP36	FlyBase:FBrf0262545
MTe33		FBbt:20007642	adult medulla visual projection neuron MeVP47	FlyBase:FBrf0262545
MTe34		FBbt:20007643	adult medulla visual projection neuron MeVP50	FlyBase:FBrf0262545
MTe35		FBbt:20007644	adult medulla visual projection neuron MeVP52	FlyBase:FBrf0262545
MTe36		FBbt:20007645	adult medulla visual projection neuron MeVP61	FlyBase:FBrf0262545
MTe37		FBbt:20007646	adult medulla visual projection neuron MeVP45	FlyBase:FBrf0262545
MTe38		FBbt:20007647	adult medulla visual projection neuron MeVP25	FlyBase:FBrf0262545
MTe39		FBbt:20007648	adult medulla visual projection neuron MeVP60	FlyBase:FBrf0262545
MTe40		FBbt:20007649	adult medulla visual projection neuron MeVP43	FlyBase:FBrf0262545
MTe41		FBbt:20007650	adult medulla visual projection neuron MeVP53	FlyBase:FBrf0262545
MTe42		FBbt:20007651	adult medulla visual projection neuron MeVP26	FlyBase:FBrf0262545
MTe43		FBbt:20007652	adult medulla visual projection neuron MeVP51	FlyBase:FBrf0262545
MTe44		FBbt:20007653	adult medulla visual projection neuron MeVP24	FlyBase:FBrf0262545
MTe45		FBbt:20007654	adult medulla visual projection neuron MeVP38	FlyBase:FBrf0262545
MTe46		FBbt:20007655	adult medulla-contralateral accessory medulla neuron MeVPaMe1	FlyBase:FBrf0262545
MTe47		FBbt:20007656	adult medulla-contralateral lobula neuron MeVPLo1	FlyBase:FBrf0262545
MTe48		FBbt:20007657	adult medulla visual projection neuron MeVP63	FlyBase:FBrf0262545
MTe49		FBbt:20007658	adult medulla visual projection neuron MeVP27	FlyBase:FBrf0262545
MTe50		FBbt:20007659	adult medulla visual projection neuron MeVP11	FlyBase:FBrf0262545
MTe51		FBbt:20011485	adult medulla visual projection neuron MeVP1	FlyBase:FBrf0262545
MTe52		FBbt:20011486	adult medulla visual projection neuron MeVP4	FlyBase:FBrf0262545
MTe53		FBbt:20011487	adult medulla visual projection neuron MeVP5	FlyBase:FBrf0262545
MTe54		FBbt:20005420	adult medulla visual projection neuron MeVP3	FlyBase:FBrf0262545
MZ_lv2PN		FBbt:00047724	lateral antennal lobe tract projection neuron 4	
MZ_lvPN		FBbt:00049744	adult antennal lobe projection neuron VP2+SEZ lvPN 2	
Nod1		FBbt:00053412	lobula plate tangential neuron Nod1	
Nod2		FBbt:00053413	lobula plate tangential neuron Nod2	
Nod3		FBbt:00053414	lobula plate tangential neuron Nod3	
Nod5		FBbt:00053416	lobula plate tangential neuron Nod5	
NPFL1-I		FBbt:00048114	adult NPF L1-l neuron	
OA-AL2b1		FBbt:00110146	adult octopaminergic AL2b1 neuron	
OA-AL2b2		FBbt:00053405	adult octopaminergic AL2b2 neuron	
OA-AL2i1		FBbt:00110141	octopaminergic AL2i1 neuron	
OA-AL2i2		FBbt:00110142	octopaminergic AL2i2 neuron	
OA-AL2i3		FBbt:00110143	octopaminergic AL2i3 neuron	
OA-AL2i4		FBbt:00110144	octopaminergic AL2i4 neuron	
OA-ASM1		FBbt:00110168	octopaminergic ASM1 neuron	
OA-ASM2		FBbt:00110169	octopaminergic ASM2 neuron	
OA-ASM3		FBbt:00110170	octopaminergic ASM3 neuron	
OA-VPM3		FBbt:00110151	octopaminergic VPM3 neuron	
OA-VPM4		FBbt:00110152	octopaminergic VPM4 neuron	
OA-VUMa1		FBbt:00110156	octopaminergic VUMa1 neuron	
OA-VUMa2		FBbt:00110157	octopaminergic VUMa2 neuron	
OA-VUMa3		FBbt:00110158	octopaminergic VUMa3 neuron	
OA-VUMa4		FBbt:00110159	octopaminergic VUMa4 neuron	
OA-VUMa5		FBbt:00047934	octopaminergic VUMa5 neuron	
OA-VUMa6		FBbt:00047935	octopaminergic VUMa6 neuron	
OA-VUMa7		FBbt:00047936	octopaminergic VUMa7 neuron	
OA-VUMa8		FBbt:00047937	octopaminergic VUMa8 neuron	
OA-VUMx1	parent_term	FBbt:00110154	adult octopaminergic subesophageal VUM neuron	
OA-VUMx2	parent_term	FBbt:00110154	adult octopaminergic subesophageal VUM neuron	
OA-VUMx3	parent_term	FBbt:00110154	adult octopaminergic subesophageal VUM neuron	
OCC01a	parent_term	FBbt:00052818	ocellar centrifugal neuron	
OCC01b	parent_term	FBbt:00052818	ocellar centrifugal neuron	
OCC02a	parent_term	FBbt:00052818	ocellar centrifugal neuron	
OCC02b	parent_term	FBbt:00052818	ocellar centrifugal neuron	
ocellar_retinula_cell		FBbt:00004242	ocellar retinula cell	
OCG01a	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG01b	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG01c	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG01d	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG01e	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG01f	parent_term	FBbt:00052813	ocellar ganglion interneuron type 01	
OCG02a	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02	
OCG02b	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02	
OCG02c	parent_term	FBbt:00052814	ocellar ganglion interneuron type 02	
ORN_D		FBbt:00067034	adult olfactory receptor neuron Or69a	
ORN_DA1		FBbt:00067031	adult olfactory receptor neuron Or67d	
ORN_DA2		FBbt:00067063	adult olfactory receptor neuron Or56a	
ORN_DA3		FBbt:00067033	adult olfactory receptor neuron Or23a	
ORN_DA4l		FBbt:00067048	adult olfactory receptor neuron Or43a	
ORN_DA4m		FBbt:00067001	adult olfactory receptor neuron Or2a	
ORN_DC1		FBbt:00067018	adult olfactory receptor neuron Or19	
ORN_DC2		FBbt:00067016	adult olfactory receptor neuron Or13a	
ORN_DC3		FBbt:00067047	adult olfactory receptor neuron Or83c	
ORN_DC4		FBbt:00111210	adult olfactory receptor neuron Ir64a DC4	
ORN_DL1		FBbt:00067013	adult olfactory receptor neuron Or10a	
ORN_DL2d		FBbt:00110016	adult olfactory receptor neuron Ir75b	
ORN_DL2v		FBbt:00051495	adult olfactory receptor neuron Ir75c	
ORN_DL3		FBbt:00067011	adult olfactory receptor neuron Or65	
ORN_DL4		FBbt:00067055	adult olfactory receptor neuron Or49a/85f	
ORN_DL5		FBbt:00067005	adult olfactory receptor neuron Or7a	
ORN_DM1		FBbt:00067046	adult olfactory receptor neuron Or42b	
ORN_DM2		FBbt:00067025	adult olfactory receptor neuron Or22	
ORN_DM3		FBbt:00067054	adult olfactory receptor neuron Or47a	
ORN_DM4		FBbt:00067003	adult olfactory receptor neuron Or59b	
ORN_DM5		FBbt:00067049	adult olfactory receptor neuron Or85a	
ORN_DM6		FBbt:00067020	adult olfactory receptor neuron Or67a	
ORN_DP1l		FBbt:00110013	adult olfactory receptor neuron Ir75a	
ORN_DP1m		FBbt:00111212	adult olfactory receptor neuron Ir64a DP1m	
ORN_V		FBbt:00067064	adult olfactory receptor neuron Gr21a/63a	
ORN_VA1d		FBbt:00067057	adult olfactory receptor neuron Or88a	
ORN_VA1v		FBbt:00067056	adult olfactory receptor neuron Or47b	
ORN_VA2		FBbt:00067059	adult olfactory receptor neuron Or92a	
ORN_VA3		FBbt:00067023	adult olfactory receptor neuron Or67b	
ORN_VA4		FBbt:00067051	adult olfactory receptor neuron Or85d	
ORN_VA5		FBbt:00067061	adult olfactory receptor neuron Or49b	
ORN_VA6		FBbt:00067044	adult olfactory receptor neuron Or82a	
ORN_VA7l		FBbt:00067052	adult olfactory receptor neuron Or46aA	
ORN_VA7m		FBbt:00048139	adult olfactory receptor neuron Or46aB	
ORN_VC1		FBbt:00067036	adult olfactory receptor neuron Or33c/85e	
ORN_VC2		FBbt:00067041	adult olfactory receptor neuron Or71a	
ORN_VC3		FBbt:00067039	adult olfactory receptor neuron Or35a	
ORN_VC4		FBbt:00067027	adult olfactory receptor neuron Or67c	
ORN_VC5		FBbt:00110015	adult olfactory receptor neuron Ir41a	
ORN_VL1		FBbt:00047054	adult olfactory receptor neuron Ir75d	
ORN_VL2a		FBbt:00110007	adult olfactory receptor neuron Ir84a	
ORN_VL2p		FBbt:00110010	adult olfactory receptor neuron Ir31a	
ORN_VM1		FBbt:00110012	adult olfactory receptor neuron Ir92a	
ORN_VM2		FBbt:00067050	adult olfactory receptor neuron Or43b	
ORN_VM3		FBbt:00067009	adult olfactory receptor neuron Or9a	
ORN_VM4		FBbt:00110018	adult olfactory receptor neuron Ir76a ac4	
ORN_VM5d		FBbt:00007389	adult olfactory receptor neuron Or85b	
ORN_VM5v		FBbt:00067062	adult olfactory receptor neuron Or98a	
ORN_VM6l		FBbt:00051847	adult olfactory receptor neuron Amt/Rh50 VM6l	
ORN_VM6m		FBbt:00051846	adult olfactory receptor neuron Amt/Rh50 VM6m	
ORN_VM6v		FBbt:00051848	adult olfactory receptor neuron Amt/Rh50 VM6v	
ORN_VM7d		FBbt:00067042	adult olfactory receptor neuron Or42a	
ORN_VM7v		FBbt:00067007	adult olfactory receptor neuron Or59c	
oviDNa_a	parent_term	FBbt:00049920	oviposition descending neuron oviDNa	
oviDNa_b	parent_term	FBbt:00049920	oviposition descending neuron oviDNa	
oviDNb		FBbt:00049921	oviposition descending neuron oviDNb	
oviIN		FBbt:00049928	oviposition inhibitory neuron	
P1-9		FBbt:00051233	adult protocerebral bridge 1-9 neuron	
P6-8P9		FBbt:00111056	adult intrinsic protocerebral bridge 4 glomeruli neuron	
PAL01	parent_term	FBbt:00100215	dopaminergic PAL neuron	
PAL02	parent_term	FBbt:00100215	dopaminergic PAL neuron	
PAL03	parent_term	FBbt:00100215	dopaminergic PAL neuron	
PAM01		FBbt:00111015	dopaminergic PAM neuron 1	
PAM02		FBbt:00111016	dopaminergic PAM neuron 2	
PAM03		FBbt:00100231	dopaminergic PAM neuron 3	
PAM04		FBbt:00110993	dopaminergic PAM neuron 4	
PAM05		FBbt:00111017	dopaminergic PAM neuron 5	
PAM06		FBbt:00111018	dopaminergic PAM neuron 6	
PAM07		FBbt:00111019	dopaminergic PAM neuron 7	
PAM08		FBbt:00111020	dopaminergic PAM neuron 8	
PAM09		FBbt:00111021	dopaminergic PAM neuron 9	
PAM10		FBbt:00110994	dopaminergic PAM neuron 10	
PAM11		FBbt:00111022	dopaminergic PAM neuron 11	
PAM12		FBbt:00100230	dopaminergic PAM neuron 12	
PAM13		FBbt:00111023	dopaminergic PAM neuron 13	
PAM14		FBbt:00111024	dopaminergic PAM neuron 14	
PAM15		FBbt:00049841	dopaminergic PAM neuron 15	
pC1a		FBbt:00049922	adult doublesex pC1a (female) neuron	
pC1b		FBbt:00049923	adult doublesex pC1b (female) neuron	
pC1c		FBbt:00049924	adult doublesex pC1c (female) neuron	
pC1d		FBbt:00049925	adult doublesex pC1d (female) neuron	
pC1e		FBbt:00049926	adult doublesex pC1e (female) neuron	
pC2la	parent_term	FBbt:00047359	adult doublesex pC2l (female) neuron	
PDt		FBbt:20007257	medulla intrinsic neuron Mi19	FlyBase:FBrf0262545
PEG		FBbt:00047031	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-gall neuron	
PEN_a(PEN1)	parent_term	FBbt:00049803	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 1	
PEN_b(PEN2)	parent_term	FBbt:00049804	adult protocerebral bridge 1 glomerulus-ellipsoid body tile-nodulus 1 neuron 2	
PFGs		FBbt:00111457	protocerebral bridge 1 glomerulus-fan-shaped body-ventral gall surround neuron	
PFL1		FBbt:00111433	protocerebral bridge 1 glomerulus-fan-shaped body layer 2-lateral accessory lobe-crepine neuron	
PFL2		FBbt:00111451	adult protocerebral bridge 1 glomerulus-fan-shaped body layers 4 and 5-bilateral lateral accessory lobe neuron	
PFL3		FBbt:00111443	adult protocerebral bridge 1 glomerulus-fan-shaped body layers 4 and 5-unilateral lateral accessory lobe neuron	
PFNa		FBbt:00111396	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 anterior domain neuron	
PFNd		FBbt:00111390	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 2 dorsal domain neuron	
PFNm		FBbt:00111513	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 3 medial domain neuron	
PFNv		FBbt:00111512	protocerebral bridge 1 glomerulus-fan-shaped body-nodulus 2 ventral domain neuron	
PFR		FBbt:00051255	adult protocerebral bridge 1 glomerulus-fan-shaped body-round body neuron	
PLP001		FBbt:20001501	adult posterior lateral protocerebrum neuron 001	
PLP004		FBbt:20001504	adult posterior lateral protocerebrum neuron 004	
PLP005		FBbt:20001505	adult posterior lateral protocerebrum neuron 005	
PLP006		FBbt:20001506	adult posterior lateral protocerebrum neuron 006	
PLP007		FBbt:20001507	adult posterior lateral protocerebrum neuron 007	
PLP008		FBbt:20001508	adult posterior lateral protocerebrum neuron 008	
PLP009		FBbt:20001509	adult posterior lateral protocerebrum neuron 009	
PLP010		FBbt:20001510	adult posterior lateral protocerebrum neuron 010	
PLP012		FBbt:20001512	adult posterior lateral protocerebrum neuron 012	
PLP013		FBbt:20001513	adult posterior lateral protocerebrum neuron 013	
PLP015		FBbt:20001515	adult posterior lateral protocerebrum neuron 015	
PLP016		FBbt:20001516	adult posterior lateral protocerebrum neuron 016	
PLP017		FBbt:20001517	adult posterior lateral protocerebrum neuron 017	
PLP018		FBbt:20001518	adult posterior lateral protocerebrum neuron 018	
PLP019		FBbt:20001519	adult posterior lateral protocerebrum neuron 019	
PLP020		FBbt:20001520	adult posterior lateral protocerebrum neuron 020	
PLP021		FBbt:20001521	adult posterior lateral protocerebrum neuron 021	
PLP022		FBbt:20001522	adult posterior lateral protocerebrum neuron 022	
PLP023		FBbt:20001523	adult posterior lateral protocerebrum neuron 023	
PLP024		FBbt:20001524	adult posterior lateral protocerebrum neuron 024	
PLP025a	parent_term	FBbt:20001525	adult posterior lateral protocerebrum neuron 025	
PLP025b	parent_term	FBbt:20001525	adult posterior lateral protocerebrum neuron 025	
PLP026		FBbt:20001526	adult posterior lateral protocerebrum neuron 026	
PLP028		FBbt:20001528	adult posterior lateral protocerebrum neuron 028	
PLP029		FBbt:20001529	adult posterior lateral protocerebrum neuron 029	
PLP032		FBbt:20001532	adult posterior lateral protocerebrum neuron 032	
PLP034		FBbt:20001534	adult posterior lateral protocerebrum neuron 034	
PLP035		FBbt:20001535	adult posterior lateral protocerebrum neuron 035	
PLP036		FBbt:20001536	adult posterior lateral protocerebrum neuron 036	
PLP037a	parent_term	FBbt:20001537	adult posterior lateral protocerebrum neuron 037	
PLP037b	parent_term	FBbt:20001537	adult posterior lateral protocerebrum neuron 037	
PLP038		FBbt:20001538	adult posterior lateral protocerebrum neuron 038	
PLP039		FBbt:20001539	adult posterior lateral protocerebrum neuron 039	
PLP041		FBbt:20001541	adult posterior lateral protocerebrum neuron 041	
PLP042a	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042	
PLP042b	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042	
PLP042c	parent_term	FBbt:20001542	adult posterior lateral protocerebrum neuron 042	
PLP044		FBbt:20001544	adult posterior lateral protocerebrum neuron 044	
PLP046a	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046	
PLP046b	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046	
PLP046c	parent_term	FBbt:20001546	adult posterior lateral protocerebrum neuron 046	
PLP048		FBbt:20001548	adult posterior lateral protocerebrum neuron 048	
PLP051		FBbt:20001551	adult posterior lateral protocerebrum neuron 051	
PLP052		FBbt:20001552	adult posterior lateral protocerebrum neuron 052	
PLP053a	parent_term	FBbt:20001553	adult posterior lateral protocerebrum neuron 053	
PLP053b	parent_term	FBbt:20001553	adult posterior lateral protocerebrum neuron 053	
PLP054		FBbt:20001554	adult posterior lateral protocerebrum neuron 054	
PLP055		FBbt:20001555	adult posterior lateral protocerebrum neuron 055	
PLP057a	parent_term	FBbt:20001557	adult posterior lateral protocerebrum neuron 057	
PLP057b	parent_term	FBbt:20001557	adult posterior lateral protocerebrum neuron 057	
PLP058		FBbt:20001558	adult posterior lateral protocerebrum neuron 058	
PLP060		FBbt:20001560	adult posterior lateral protocerebrum neuron 060	
PLP064_a	parent_term	FBbt:20001564	adult posterior lateral protocerebrum neuron 064	
PLP064_b	parent_term	FBbt:20001564	adult posterior lateral protocerebrum neuron 064	
PLP065a	parent_term	FBbt:20001565	adult posterior lateral protocerebrum neuron 065	
PLP065b	parent_term	FBbt:20001565	adult posterior lateral protocerebrum neuron 065	
PLP067a	parent_term	FBbt:20001567	adult posterior lateral protocerebrum neuron 067	
PLP067b	parent_term	FBbt:20001567	adult posterior lateral protocerebrum neuron 067	
PLP068		FBbt:20001568	adult posterior lateral protocerebrum neuron 068	
PLP069		FBbt:20001569	adult posterior lateral protocerebrum neuron 069	
PLP071		FBbt:20001571	adult posterior lateral protocerebrum neuron 071	
